probe_name	transcript_name	function	structural	category	sub category 1	Officix7515_In1.c	Officix7515_In1.t	Officix7515_In5.c	Officix7515_In5.t	Officix7515_L1.c	Officix7515_L1.t	Robustx7515_In1.c	Robustx7515_In1.t	Robustx7515_In5.c	Robustx7515_In5.t	Robustx7515_L1.c	Robustx7515_L1.t	Spontx7515_In1.c	Spontx7515_In1.t	Spontx7515_In5.c	Spontx7515_In5.t	Spontx7515_L1.c	Spontx7515_L1.t
GS1_SS_01184_11248	SCJFAM1066A06.g	DNA metabolism	.	.	RecName:ATP-dependent DNA helicase DDM1; AltName:Protein CHROMATIN REMODELING 1; Short=CHR01; AltName:Protein DECREASED DNA METHYLATION 1; Short=AtDDM1; AltName:Protein SOMNIFEROUS 1; AltName:SWI/SNF2-related matrix-associated actin-dependent regulator of chromatin DDM1	14.1532	14.2032	9.4333	11.0086			14.2135	14.6325	9.6491	12.2887		6.6948	14.1974	14.3636	9.2571	8.9603		7.2018
GS1_SS_01185_11160	SCCCCL3004H11.b	.	.	.	.	7.2876	7.966		6.8542	6.7203	7.6931	6.6691	7.9871			6.5108	7.8205	6.8433	6.9886			6.3412	
GS1_SS_03628_08597	SCEQLB1067A02.g	Unknown	uncharacterized	.	.	11.4755	11.6105	12.8262	12.6372	10.8996	11.1563	11.4051	11.8412	12.9425	12.8035	10.9324	11.5681	11.5476	11.7786	12.7902	12.5719	10.8212	11.3269
GS1_SS_23785_11105	SCCCFL5054H07.g	.	.	No matches	.	11.1609	11.7675	10.1918	10.6395	11.1967	11.6055	11.0704	10.8537	10.2085	10.1932	11.3078	11.1773	11.1251	10.7668	9.9089	9.4104	11.2453	10.284
GS1_SS_21282_12841	SCAGLB1071F12.g	.	.	.	Monothiol glutaredoxin-S4;	11.9849	12.0808	12.3976	12.0651	12.0815	12.1974	11.9266	12.6507	12.5113	12.6324	12.3029	12.2561	11.9776	11.71	12.3556	11.6009	12.4126	11.4315
GS1_SS_26147_08874	SCJFRZ2033C06.g	.	.	.	RecName:Cell wall integrity and stress response component 1; Flags: Precursor	12.3406	11.3552	12.0474	11.3141	11.5748	10.4893	12.2416	12.2071	12.1218	12.3805	11.6802	12.0069	12.3531	12.5213	11.5012	11.959	11.5286	12.4038
GS1_SS_23783_11469	SCEZLB1012E09.g	Unknown	uncharacterized	.	RecName:Formin-like protein 2; AltName:Formin homology 2 domain-containing protein 2	10.5296	11.3635	6.9767				10.2828	9.8597	6.797				10.5302	9.5451	6.8233	6.9452		
GS1_SS_21288_20125	SCUTLR2030A12.g	.	.	Stress	response to oxidative stress	11.0956	10.9999	10.3018	9.8286	11.5663	11.2629	11.0232	10.76	10.3003	9.9177	11.6593	10.991	11.062	10.5785	10.0146	9.9463	11.6387	11.203
GS1_SS_23788_15200	SCEZHR1088E02.g	.	.	Protein phosphatase	tyrosine phosphatase	9.02	8.9881	9.0262	9.0061	7.8899	8.0177	8.8699	10.5112	9.1131	10.734	7.9905	9.9419	9.1797	9.8825	8.8517	9.599	7.6476	8.9933
GS1_SS_26139_15673	SCRULR1020D09.g	.	.	Carbohydrate metabolism	Citrate cycle (TCA cycle)					16.3414	16.5807					16.6042	16.1092					16.3905	16.9559
GS1_SS_21287_08356	SCJLAM1061D03.g	.	.	.	RecName:AP-5 complex subunit zeta-1; AltName:Adapter-related protein complex 5 zeta subunit; Short=Zeta5	7.3062		7.4364		7.7771		7.6375	8.2806	7.8259	8.3927	7.8821	8.5834	7.1752	7.0008	7.1919	6.6375	7.8661	8.1687
GS1_SS_26142_07732	SCSGLV1011H11.b	.	.	.	.	9.7244	10.0492	7.5204	9.9823	7.8911	8.8637	9.3238	7.2041	7.4778	6.5597	8.1806	6.5649	9.2427		7.4451		8.2345	
GS1_SS_23786_10446	SCCCFL5065F10.g	.	.	.	.	10.7465	11.6616	9.0839	10.1528	8.634	10.4505	10.711	11.7089	9.0813	9.5634	8.7319	10.4464	10.741	11.4426	8.7152	9.1829	8.688	10.6694
GS1_SS_21290_17539	SCUTFL1060D02.g	.	.	Cell cycle	Cyclin J18	8.6472	8.5805	8.3519	8.1891	6.6887	6.7974	8.5921	10.0603	8.4192	9.5493	6.8332	7.3861	8.7177	9.5719	8.1009	9.6507	6.9837	7.3431
GS1_SS_23792_12467	SCCCLR1024G05.g	.	.	.	DNA-directed RNA polymerase I subunit RPA1; DNA-directed RNA polymerase I 190 kDa polypeptide; DNA-directed RNA polymerase I largest subunit	9.9723	10.546	9.092	9.616	9.0166	9.4071	10.0538	11.0392	8.9825	9.8754	9.2145	9.8775	9.8959	10.2802	8.9093	8.658	9.2237	9.6408
GS1_SS_23789_21598	SCEQRT2101B12.g	.	.	Carbohydrate metabolism	CCR4-NOT transcription complex, subunit 7 (CCR4-associated factor 1) (CAF1) (BTG1 binding f	13.5781	13.541	13.0796	12.9217	13.7917	13.8682	13.4008	13.5005	13.0539	13.3456	13.9299	14.0028	13.5257	13.3789	13.0089	12.6349	13.8626	13.6745
GS1_SS_26148_12109	SCSGLV1012E08.g	Unknown	Uncharacterized	.	.	10.4829	10.4444	10.3315	10.0819	12.4867	12.3848	10.2186	10.4273	10.2861	10.04	12.6384	12.247	10.2398	9.3968	10.0052	9.3895	12.6429	11.9966
GS1_SS_21294_18041	SCSGCL6070A04.g	Unknown	uncharacterized	Unknown protein	Putative protein kinase	10.7823	11.2555	10.3863	10.5994	10.2559	10.6024	10.6	11.0037	10.4246	10.6683	10.3376	10.4488	10.7636	10.3472	10.1777	9.8331	10.2129	9.693
GS1_SS_26128_03000	SCSGLV1009B12.b	Unknown	.	.	.	9.1563	9.8478	9.1975	9.4977	9.1683	8.4417	8.992	10.2336	9.0091	9.8781	9.273	9.5941	9.0116	9.0616	8.8103	8.3614	9.2332	8.5626
GS1_SS_23778_13487	SCCCFL5064C04.g	.	.	.	RecName:DDB1- and CUL4-associated factor 8; AltName:WD repeat-containing protein 42A	10.893	10.3841	10.9976	10.3428	8.9368	9.1394	10.8252	10.0793	11.0389	9.7626	9.146	8.7186	10.8712	10.4969	10.8165	9.893	9.0677	9.3392
GS1_SS_26135_13547	SCVPLB1019G11.g	Signal Transduction	transcription factor	.	NAC-domain containing protein	7.2739	8.1075	9.7661	9.9197	12.3923	13.4142	6.9912	8.499	9.7286	10.4399	12.4557	13.2808	7.1383	9.0079	9.5867	10.481	12.3607	13.0601
GS1_SS_21278_07398	SCEPCL6023D05.g	.	.	.	CUG-BP- and ETR-3-like factor 3-B; CELF3-B; Bruno-like protein 1-B; RNA-binding protein BRUNOL-1-B; ELAV-type RNA-binding protein 1-B; ETR-1-B; Trinucleotide repeat-containing gene 4 protein B	12.5822	12.3313	10.6747	11.0579	8.0425	7.5536	12.5005	12.7459	10.6462	11.5405	8.1681	8.269	12.3887	12.31	10.1999	10.853	8.3275	8.1925
GS1_SS_26136_08781	SCSGLV1010G02.b	.	.	.	.	8.2133	9.5068	7.6875	7.912			8.0457		7.394				8.1321		7.7786	7.1953		
GS1_SS_23777_10616	SCCCRZ2001E07.g	.	.	.	WD repeat and SOF domain-containing protein 1	12.0365	12.1563	11.456	11.4436	10.5654	10.5598	11.9348	12.6245	11.4258	12.1593	10.6454	11.1625	12.0001	12.3681	11.3088	11.5214	10.5287	11.0769
GS1_SS_21281_02168	SCJFLR1013G07.g	Others	.	.	Intersectin-2; SH3 domain-containing protein 1B; EH domain and SH3 domain regulator of endocytosis 2; EH and SH3 domains protein 2	12.9144	12.604	13.1522	12.8838	12.0548	11.8443	12.8612	12.245	13.0859	12.8335	12.2763	11.9677	12.7583	12.6099	12.8939	13.0125	12.1631	12.3213
GS1_SS_23781_01960	SCCCFL5065B10.g	.	.	.	.	9.2692	11.1967	7.9595	9.7755	8.2539	9.5223	8.9844	11.3178	8.2564	10.3813	8.191	10.9298	9.235		7.8536		8.0787	
GS1_SS_26131_06098	SCSGLV1009H10.b	RNA metabolism	ribosomal protein	.	Extracellular ribonuclease LE; RNase LE;					9.6893	11.3387					10.0605	13.7075					9.4374	12.7791
GS1_SS_21279_01326	SCEZRZ1017B04.g	.	.	.	Alpha-taxilin	13.2637	13.2471	12.6203	12.7088	11.746	11.5568	13.1066	12.9763	12.727	12.7735	11.8374	11.5523	13.1357	12.973	12.4938	12.573	11.6489	11.9287
GS1_SS_26133_18826	SCCCLR1C03B07.g	Light harvesting	PsbP	Photosynthesis	(Q00434) Oxygen-evolving enhancer protein 2, chloroplast precursor (OEE2) (23 kDa subunit of oxygen	12.1382	11.1878	12.0194	11.0335	15.9425	16.1666	12.0201	12.6542	12.5362	13.6752	15.3483	16.595	12.1325	12.5703	12.4512	15.2124	15.2496	16.8456
GS1_SS_23779_09323	SCCCFL5065A07.g	Development	receptor	Receptors	Receptor Ser/Thr kinase-unclassified	14.8217	15.0707	13.6414	13.9163	10.2529	8.777	14.8374	13.9457	13.7085	12.4571	10.2737	9.2732	14.9024	13.6261	13.652	12.3841	10.2789	9.2418
GS1_SS_01195_12987	SCSFAD1069B09.g	.	.	.	RecName:Pachytene checkpoint protein 2 homolog RecName:Pachytene checkpoint protein 2 homolog	7.0227	7.0618					7.0203	6.6905					7.0887	6.6162				
GS1_SS_03649_16448	SCJFRZ2029C02.g	.	.	RNA metabolism	alternative splicing regulator	14.8986	14.6306	13.6994	13.9942	13.2799	13.2319	14.8338	14.9315	13.7544	14.6308	13.3243	13.6826	14.9708	14.9608	13.7163	13.5952	13.2621	13.856
GS1_SS_01197_21025	SCEZAM1082G05.g	Development	growth factor activity	Development	cell differentiation	11.0456	11.0414	10.3602	11.533	9.2513	8.2438	10.6952	10.6443	10.4213	10.2759	9.0978	7.701	11.0269	11.4398	10.4272	9.2397	8.7593	10.3384
GS1_SS_03648_15342	SCAGAM2016F12.g	Unknown	Uncharacterized	Pathogenicity	R-genes	7.2217	7.9769		7.6345		7.4523							6.8668	7.6613				7.2183
GS1_SS_03647_14226	SCAGAM2016F07.g	.	.	.	RecName:Atherin; AltName:Sterile alpha motif domain-containing protein 1; Short=SAM domain-containing protein 1	8.7977	9.2938	8.337	8.4994	8.0185	8.3529	8.8643	9.1808	8.2291	8.4678	8.1525	8.1988	8.6587	7.9599	7.9312	7.2001	8.076	7.6407
GS1_SS_01194_13584	SCCCCL3003C03.b	Unknown	uncharacterized	.	RecName:Uncharacterized protein LOC284861	10.0233	9.2379	12.1191	12.2321	14.0923	14.3596	9.9406	9.5549	12.2241	12.4616	14.1038	13.8214	10.0048	12.4001	12.0773	13.0794	14.1209	13.6027
GS1_SS_01200_20855	SCCCRT1003E06.g	.	.	Transcription Factor	HLH (helix-loop-helix)	12.2049	12.4156	13.7146	13.2569	13.7289	13.1886	12.0602	12.0918	13.6736	13.5838	13.7973	13.8141	12.2136	14.2271	13.6128	14.7615	13.6851	14.0527
GS1_SS_23743_01892	SCJFAM1068H01.g	Unknown	Uncharacterized	.	RecName:WEB family protein At2g38370	8.5525	8.9918	6.2837	6.7764	6.4411		8.2542	8.4854		6.7093		6.4519	8.5158	8.3031			6.2865	
GS1_SS_03580_13048	SCEZHR1055H09.g	.	.	.	Protein ROS1; Repressor of silencing 1; DEMETER-like protein 1	11.7634	12.3271	10.3756	10.333	8.9328	9.5375	12.0798	12.442	10.2358	10.8369	9.3029	10.1384	12.0451	12.4116	9.9804	10.6807	9.0991	9.2119
GS1_SS_01127_21787	SCRLLR1059G12.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein	10.394	10.4301	12.2844	11.1448	10.7933	10.1392	10.1954	10.593	12.2839	11.2699	10.8829	10.2567	10.4116	10.6025	12.227	12.2277	10.8034	10.8672
GS1_SS_03577_09398	SCVPCL6040C07.g	Unknown	uncharacterized	.	.	7.2369	9.879	6.2334	8.5484	7.3479	9.4594	7.225	7.3088		6.3394	7.1111	7.4047	7.1119	7.3858			6.8786	7.9941
GS1_SS_03576_11508	SCCCAM2C04F07.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 3	8.8458	9.4333	10.5927	9.8788	9.5918	9.5235	8.7146	8.2078	10.5806	8.8274	9.682	9.2449	8.6982	8.6686	10.3667	9.697	9.5385	8.88
GS1_SS_23735_14316	SCSGFL5C08D11.g	.	.	.	Import inner membrane translocase subunit TIM50, mitochondrial precursor (Protein EMBRYO DEFECTIVE 1860)	10.9242	11.0817	11.1515	10.9259	11.1232	11.0053	10.6394	10.2262	11.1683	10.5078	11.2803	11.0125	10.9073	11.0609	10.9012	10.9226	11.1792	11.2982
GS1_SS_23734_12829	SCVPCL6046F11.g	.	.	.	.	11.1989	11.5206	9.7585	10.3671	9.2784	10.0056	10.7117	10.4307	9.7198	9.5646	9.1631	8.8617	11.2075	10.5907	9.2068	9.2629	8.6696	8.5228
GS1_SS_26086_11503	SCSBFL1042G04.g	.	.	.	Phosphoenolpyruvate carboxylase, housekeeping isozyme; PEPCase; PEPC	12.3946	12.1178	11.1892	11.4952	9.4584	8.8247	12.1986	11.3828	11.3032	10.9998	9.5057	8.7269	12.3494	11.7907	11.0207	10.9914	9.4268	9.3024
GS1_SS_26079_14578	SCRLFL8024C05.g	.	.	Nitrogen metabolism	Putative carbamoyl phosphate synthetase	9.248	9.2346	9.4747	9.3924	10.2293	10.2927	8.942	9.5316	9.3801	9.4653	10.2887	9.8702	9.1278	9.5231	9.1299	8.5664	10.257	10.3616
GS1_SS_23737_13283	SCEQRT2091H12.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 1	9.4462	9.0264	7.7514	8.4768	9.1809	9.8653	9.1629	7.7835	7.2473	6.9572	9.2005	7.3697	9.2509	7.7338	7.2431	8.5622	9.1761	6.9497
GS1_SS_23736_01722	SCSGFL5C08E11.g	.	.	.	LRR receptor-like serine/threonine-protein kinase FLS2; Protein FLAGELLIN-SENSING 2; Protein FLAGELLIN-SENSITIVE 2;	7.1122	6.6173					7.2722	7.6376					6.878	7.1858				
GS1_SS_26093_05690	SCRLFL8027C08.g	.	.	.	.	7.9436	7.2921	7.0839	6.7614	6.5496		7.7492	7.8238	6.8809	7.6185	6.5936	7.8443	7.8881	7.0605	6.8101		6.5763	7.0588
GS1_SS_23740_21862	SCVPAM2063E03.g	.	.	Protein metabolism	RuBisCO subunit binding-protein alpha subunit, chloroplast precursor (60 kDa chaperonin alp	9.659	9.8512	9.5066	9.1286	11.3064	11.479	9.5266	9.9796	9.4819	9.303	11.308	10.9082	9.6508	9.6643	9.2026	9.5058	11.1613	10.678
GS1_SS_23738_14847	SCMCSB1111G10.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	.					6.0779						6.2285						6.0854	7.1321
GS1_SS_26094_00179	SCBGLR1027F10.g	.	.	.	.	13.115	12.9955	11.1398	11.0095	11.188	10.7638	13.1153	13.4499	11.2671	12.1305	11.2883	11.7882	13.1041	13.0961	10.9915	11.1615	11.1746	11.6575
GS1_SS_23742_13172	SCCCFL5055E12.g	Signal Transduction	transcription factor	.	Probable WRKY transcription factor 19 (WRKY DNA-binding protein 19)	7.9434	7.5574	8.1908	8.5866	6.7238	6.4573	7.8081	7.7678	8.05	7.8437	6.5759	6.7014	7.9044	8.7895	7.7958	8.4924	6.7149	7.329
GS1_SS_26087_06364	SCRLFL8025D03.g	.	.	.	RecName:TATA box-binding protein-associated factor RNA polymerase I subunit B; AltName:TATA box-binding protein-associated factor 1B; Short=TBP-associated factor 1B	10.7858	11.1641	9.7156	9.8763	10.2826	10.6274	10.8202	10.2608	10.1253	9.6121	10.2319	9.2917	10.7978	10.8506	9.8684	9.9346	10.6448	10.9804
GS1_SS_26090_11697	SCRFLB1056C12.g	.	.	.	.	9.3353	10.7507	9.0911	10.5961	9.075	11.3308	9.2429	8.1691	9.2259	7.5546	9.1669		9.219	9.2065	8.7793	8.0402	9.1812	8.2604
GS1_SS_23741_13663	SCJFLR1017D07.g	.	.	.	.	8.2612	7.0594	7.9708	6.5412	7.8241	6.7854	8.4897	10.0987	8.0355	9.6238	7.8288	10.0665	8.1992	10.127	7.7237	9.4345	7.7207	9.8157
GS1_SS_26075_12397	SCCCFL8C02H11.g	.	.	.	.	9.3818	9.4198	9.7648	9.541	9.9599	10.0424	9.367	9.596	9.6455	9.9785	9.949	10.2625	9.4298	9.7292	9.5442	10.2233	9.8695	10.128
GS1_SS_26076_05596	SCBGLR1113B07.g	.	.	.	Intron-binding protein aquarius	10.7018	11.0876	10.4668	10.6079	11.0858	11.4642	10.5506	10.1865	10.4271	10.3941	11.0806	11.1489	10.7569	10.4479	10.2598	10.0034	11.0395	10.6375
GS1_SS_23733_11541	SCSGFL5C08A04.g	.	.	.	.	8.3468	7.8883	7.8794	7.4084	7.6601	7.4376	8.1722	7.9416	7.7673	7.6918	7.7809	6.623	8.2177	8.0598	7.4777	7.275	7.7548	7.1073
GS1_SS_01136_13822	SCSGCL6070C01.g	.	.	.	Zinc finger CCCH domain-containing protein 63; OsC3H63	11.4369	10.594	11.2131	10.7724	11.1964	10.9305	11.3129	11.0027	11.331	11.23	11.3126	11.8195	11.3361	11.6437	11.1261	11.7323	11.2011	12.048
GS1_SS_03586_07058	SCACLR1127B12.g	Protein metabolism	.	.	Pentatricopeptide repeat-containing protein At1g20230	8.5125	8.636	9.0461	8.6838	11.1898	11.3137	8.0553	7.8742	8.9941	8.2835	11.2748	10.4891	8.3758	7.6261	8.8543	7.9345	11.205	9.5983
GS1_SS_01130_20489	SCCCCL3001D02.g	Signal Transduction	transcription factor	Transcription Factor	NAC-domain containing protein	9.9166	9.2776	12.4479	11.573	13.5543	13.2228	9.8766	10.6282	12.5096	11.9161	13.5505	13.2922	10.1002	10.7618	12.8001	13.6584	13.4719	13.0237
GS1_SS_03583_17767	SCEPRZ1010F11.g	.	.	Protein kinase	other	12.7896	12.6896	11.6355	11.5831	11.6367	11.2695	12.7023	12.7152	11.7269	12.0232	11.6913	12.105	12.7862	12.2357	11.48	11.2367	11.5993	11.6136
GS1_SS_01134_08598	SCUTRZ3070A02.g	.	.	.	WD repeat-containing protein 42A	8.0161	8.1436	7.4798	7.5838	6.7788	6.9473	7.6971	8.1957	7.3791	7.6711	6.7133	7.0699	7.9554	7.5884	7.1691		6.5045	6.9268
GS1_SS_03582_12195	SCQGLR1085C12.g	Others	uncharacterized	.	Uncharacterized protein At2g34160	8.5198		7.7834		7.5405		8.2356	10.1235	7.819	9.7006	7.695	9.6763	8.4501	10.5315	7.9999	10.1834	7.5955	9.7829
GS1_SS_03591_13833	SCRURT2005G01.g	DNA metabolism	kinase/phosphatase	.	Deoxycytidine kinase; dCK	11.2707	11.8856	10.4141	10.7784	11.2449	11.3183	11.1258	11.9164	10.1767	10.8975	10.5537	10.1176	11.7595	12.161	10.156	10.7981	9.7045	9.9168
GS1_SS_01145_13771	SCCCCL4005H02.g	Others	phytochrome	.	Proteasome subunit beta type-7-A; Proteasome subunit beta type-2; 20S proteasome beta subunit B-1; Proteasome component FA; Proteasome component FB;	12.9008	12.7343	12.2329	11.8047	11.8514	11.6566	12.8901	13.1973	12.3931	12.4839	11.9105	12.4984	12.8341	13.8735	12.135	12.7591	11.8514	12.8266
GS1_SS_03590_10143	SCMCLR1032E12.g	Others	uncharacterized	.	Putative protein TPRXL	12.0782	10.8267	13.6672	12.8071	11.5855	10.2581	11.6747	9.9714	13.4574	11.8315	11.8041	10.8349	11.9429	13.6764	13.4483	14.3815	10.8679	10.4153
GS1_SS_01139_09743	SCRFAM1029F07.g	.	.	.	WD repeat-containing protein 79	7.0624	7.6978	6.5316	6.8771	6.7319	7.1095	6.6394	7.7876	6.6295	7.4261	6.9638	7.3195	6.5745	7.1408	6.4654		7.0647	7.1836
GS1_SS_01141_13649	SCRULB1059E09.g	.	.	.	.	13.2537	13.3153	11.759	12.1991	11.8258	12.0741	13.3021	13.1064	11.9306	12.4155	11.9159	11.6548	13.2884	12.3874	11.6716	11.1222	11.9335	11.3211
GS1_SS_03589_14425	SCACAM2044C09.g	.	.	.	.	11.6135	13.0515	10.9996	12.473	12.0276	13.3911	11.3764	12.0014	11.0343	12.003	12.067	12.1346	11.6189	9.2564	10.8165	8.6961	11.9567	8.9427
GS1_SS_01147_12640	SCSBAD1053C10.g	.	.	.	.	7.0822	7.3218		6.3125		6.4334	6.5431	7.7799		7.4349	6.172	6.5382	6.7193	7.1624				
GS1_SS_03597_15098	SCEQAM1037D01.g	.	.	Pathogenicity	fungal resistance	11.4958	11.1845	12.29	11.531	12.4983	12.4144	11.4245	11.0942	12.3634	11.6622	12.4681	12.4125	11.5993	11.6156	12.168	12.142	12.3781	12.912
GS1_SS_01148_08472	SCEPLR1051C11.g	.	.	.	Squamosa promoter-binding-like protein 9	11.3656	11.6126	11.1541	11.3368	11.7504	11.6256	11.2358	11.5522	11.1986	11.6586	11.7736	11.634	11.2972	11.3192	11.0087	11.5998	11.616	11.6414
GS1_SS_03596_06432	SCVPLR2005F11.g	.	.	.	.	6.2548	6.3061					6.0845										5.8094	
GS1_SS_03594_11621	SCACAM2044E04.g	.	.	.	.	10.0093	9.8335	11.1589	10.3736	10.8842	10.1318	9.8607	9.6679	11.2896	10.3607	10.797	9.9367	9.8407	10.5159	11.0924	11.4693	10.6469	9.8847
GS1_SS_03593_11601	SCBFLR1039A01.g	.	.	.	Chromatin structure-remodeling complex protein BSH; AtBSH; Protein BUSHY; SNF5 homolog	13.0552	13.6333	12.1256	12.7978	12.3316	13.0221	13.0594	13.856	12.1611	13.138	12.4676	13.2946	13.0239	13.7542	11.9756	12.6749	12.4305	13.0678
GS1_SS_01146_09019	SCSBAD1053B05.g	Unknown	Uncharacterized	Cell cycle	Protein bimA	7.1109	7.144	8.5329	9.1756	9.2681	9.1808	6.6085	9.3424	8.1831	9.6779	9.3435	10.588	7.0338	9.4009	8.1588	9.717	9.2311	10.6521
GS1_SS_23749_13229	SCCCFL5058C04.g	AminoAcid and nitrogen metabolism	Transporters	.	.	6.403	6.7292			7.8565	8.2043	6.3545				7.7786	6.8246	6.4924		8.032		7.8666	8.0772
GS1_SS_26110_09015	SCCCLB1C03E10.g	.	.	.	Calcineurin subunit B (Protein phosphatase 2B regulatory subunit) (Calcineurin regulatory subunit)	11.7312	12.2951	11.9792	12.3194	11.7038	11.9104	11.6066	12.2714	11.958	12.5039	11.7835	12.2623	11.7457	12.0706	11.8558	12.1858	11.6761	11.8869
GS1_SS_23748_09247	SCCCFL5058B06.g	.	.	.	Heat shock protein 83	7.6234	8.576	7.0617	7.3644	6.8599	7.6538	7.451	8.4892	7.2995	7.2693	6.9277	7.2174	7.5985	7.8721			6.6307	6.8206
GS1_SS_23753_10811	SCCCFL5059F12.g	Unknown	no matches	.		7.1603	6.2402					7.0666	10.062	6.4196	9.2843		7.5361	7.1156	8.7492		7.6951		6.5703
GS1_SS_26100_18557	SCSGFL5C08C02.g	Unknown	uncharacterized	No matches	.	8.7186		8.6712		8.2093		8.5512	9.2325	8.7212	8.9808	8.3265	8.6264	8.7367	8.9866	8.3	8.3959	8.1527	8.0082
GS1_SS_23757_14386	SCCCLB1021H05.g	.	.	.	.	13.6862	13.9959	12.5564	13.0128	12.6679	12.9275	13.5795	13.2472	12.6136	12.7051	12.6952	12.3447	13.7592	13.2494	12.441	11.9253	12.5863	12.1699
GS1_SS_26116_02368	SCSGLV1007G03.g	.	.	.	.	10.1325	10.2021	11.0048	10.7096	9.354	9.2933	10.1392	10.0379	11.1006	10.6552	9.4135	9.3748	10.1597	10.4095	10.908	11.4962	9.3523	9.6546
GS1_SS_23754_01658	SCCCFL5059G03.g	Unknown	Uncharacterized	.	Synapsin-1; AltName:Brain protein 4.1; AltName:Synapsin I	6.195	6.0202	7.0761	6.4033			6.4688	6.6346	7.3638		6.0783	6.6056	6.5578	6.9331	7.1181	7.7548		
GS1_SS_23763_09025	SCCCFL5060G10.g	.	.	.	RecName:Transcription factor GTE8; AltName:Bromodomain-containing protein GTE8; AltName:Protein GLOBAL TRANSCRIPTION FACTOR GROUP E8	6.7418	7.2931	6.829	7.0887			6.3854	6.6944	7.1458	6.5747				6.7334	6.578			
GS1_SS_26112_06519	SCSGLV1007A08.g	Nucleotide metabolism	hydrolase	.	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase; Penta-phosphate guanosine-3'-pyrophosphohydrolase; (ppGpp)ase	9.5363	6.6418	8.4337	6.6689	10.3427	9.5595	9.1657	8.3649	8.6549	8.3457	10.4791	10.9911	9.3099	8.936	8.3747	10.2344	10.4468	12.9802
GS1_SS_26097_11511	SCSBAM1087B10.g	.	.	.	.	9.3357	10.2812	7.858	8.9493	8.3845	9.0888	9.2282		8.001		8.2054		9.3483	7.3614	7.786		8.1642	
GS1_SS_26099_10097	SCEPSD1004B09.g	.	.	.	Membrane-anchored ubiquitin-fold protein 3; Membrane-anchored ub-fold protein 3; OsMUB3;	14.3366	13.7807	15.3458	14.6065	14.3697	14.0338	14.234	13.879	15.2818	14.6627	14.65	14.3483	14.1313	14.0482	15.1412	14.9227	14.4452	14.1539
GS1_SS_23745_13494	SCAGCL6012F06.g	.	.	.	Homeobox-leucine zipper protein ROC3 (Homeodomain transcription factor ROC3) (HD-ZIP protein ROC3) (Protein RICE OUTERMOST CELL-SPECIFIC 3) (GLABR 2-like homeobox protein 3)	6.7182	6.7705					6.4738		7.2208	6.9829	6.2155		6.9392	7.7853			6.2793	
GS1_SS_26096_12744	SCBGLR1044G01.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 28 protein (polygalacturonase)	9.2903	9.4541	11.3456	10.6317	7.8097	7.4542	9.1339	8.9523	11.5137	10.4904	7.8705		9.6147	9.3701	11.2399	11.9834	7.8256	6.738
GS1_SS_03602_10317	SCEZLB1014F05.g	.	.	.	Phosphatidate cytidylyltransferase; CDP-diglyceride pyrophosphorylase; CDP-diglyceride synthetase; CDP-diacylglycerol synthase; CDS; CTP:phosphatidate cytidylyltransferase; CDP-DG synthetase; CDP-DAG synthase	9.9598	10.6287	10.0312	10.4602	11.5621	11.6832	9.945	11.1267	10.0228	10.9211	11.5907	12.3184	9.9242	10.8597	9.9123	10.7126	11.4872	12.3245
GS1_SS_03601_09275	SCACAM2044H03.g	.	.	.	RecName:Putative E3 ubiquitin-protein ligase RING1a; AltName:Polycomb complex protein RING1a; AltName:Protein RING1a; Short=AtRING1a; AltName:Ring finger protein 434	6.699	6.8801		6.1036			6.6354	6.779		6.6515		6.6189	7.268	7.562		6.9432		
GS1_SS_01155_12918	SCJLRT1018C04.g	.	.	.	Polypyrimidine tract-binding protein homolog 2	7.7566	8.0669	7.5451	7.5171	7.4924	7.4314	7.5312	9.0608	7.4869	8.9276	7.7802	8.7879	7.455	8.3001	7.1409	8.0981	7.5852	8.1054
GS1_SS_01151_14191	SCCCRZ1002H02.g	Cell wall metabolism	Polysaccharide biosynthesis	Cell wall	Cellulose synthase like (CSL) putative mannan synthase	7.6283	7.7883	6.9895	7.2788			7.523	7.6007	7.1971	6.8818			7.6267	7.3145	6.7209			6.3718
GS1_AS_25009_07925	SCRURT3063D03.g	Signal Transduction	.	Protein kinase	.	6.1089				6.2716		5.9728	6.2978			6.7434	7.2662		6.1227			6.3081	6.8934
GS1_SS_03598_18049	SCCCAM2C04G08.g	Signal Transduction	.	Receptors	receptor Ser/Thr kinase	12.1402	11.4655	15.1931	13.6063	8.1047		11.9296	10.9874	15.3339	13.7416	8.5126	9.1129	12.0405	12.468	15.2095	13.2598	8.3861	8.1046
GS1_SS_01159_06079	SCCCLB1001H07.g	.	.	.	Protein terminal ear1	7.4059	7.4433	7.4373	7.0239	7.6724	7.5286	7.6581	7.7332	7.6054	6.7193	7.0553	6.7178	7.4277	7.4369	6.902	7.2314	7.0985	6.9972
