probe_name	transcript_name	function	structural	category	sub category 1	3280.D.L1.C1.c	3280.D.L1.C1.t	3280.D.L1.C2.c	3280.D.L1.C2.t	3280.D.L1.C3.c	3280.D.L1.C3.t	3280.D.R.C1.c	3280.D.R.C1.t	3280.D.R.C2.c	3280.D.R.C2.t	3280.D.R.C3.c	3280.D.R.C3.t
GS1_SS_07640_06285	SCEZHR1048G04.g	.	.	.	Putative tropinone reductase homolog At1g07440	10.6199	10.3154	11.5508	10.5707	9.884	9.671			7.4328			7.7907
GS1_SS_07573_16049	SCJFAM1068E11.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	10.5558	10.672	11.0607	10.2074	10.5874	11.2667	11.2737	11.1028	11.7637	11.633	11.4759	11.2791
GS1_SS_07576_10993	SCEZRZ1017B07.g	.	.	.	Acidic leucine-rich nuclear phosphoprotein 32-related protein 1 (ANP32/acidic nuclear phosphoprotein-like protein 1)	9.6876	10.0508	9.7139	11.6715	9.2635	8.8917	10.757	11.2877	11.4814	12.1225	11.4366	11.8211
GS1_SS_07577_18936	SCJLRT1016A09.g	Signal Transduction	transcription factor	Transcription Factor	Homeobox		9.2859					9.4829	9.9513	11.2565	8.5379	10.7528	10.2253
GS1_SS_07569_11821	SCVPST1060F01.g	.	.	.	.	9.5304	9.6493	10.5299	9.1095	9.7347	9.5094	10.9504	10.7401	11.3333	11.1534	11.167	11.1905
GS1_SS_07570_13610	SCQGST1029A09.g	.	.	.	Heparan-alpha-glucosaminide N-acetyltransferase; Transmembrane protein 76			8.6823		7.9993		9.365	9.4366	10.0467	9.7844	9.6367	9.9059
GS1_SS_07572_18985	SCCCRT1003D09.g	Others	Transferase family proteinCell wall	Nucleic acid metabolism	regulation of transcription, DNA-dependent	10.3507	10.6807	9.8922	10.5953	10.2613	9.9796	11.706	11.6535	12.0114	10.6441	11.3916	10.9555
GS1_SS_07565_03331	SCCCCL7001C09.g	.	.	.	Transmembrane emp24 domain-containing protein A;	11.0411	11.3455	12.0024	12.2461	11.3996	11.1907	12.3348	11.879	12.5108	12.4267	12.7099	12.844
GS1_SS_07566_02234	SCEQHR1079G09.g	Others	uncharacterized	.	N-acylneuraminate-9-phosphatase; Neu5Ac-9-Pase; Haloacid dehalogenase-like hydrolase domain-containing protein 4	16.0725	14.5256	16.5432	15.4912	14.9709	16.3311	9.3288	8.6965	10.3018	8.5523	9.7646	9.8268
GS1_SS_07567_13121	SCEQHR1079G12.g	RNA metabolism	DNA binding	.	Zinc finger protein 7	10.5917	10.0081	10.9491	12.5012	10.4401	10.7638	11.5919	11.7059	11.6393	11.2516	11.7872	11.912
GS1_SS_05085_20563	SCEQRT1026C06.g	.	.	Transcription Factor	RecName:Formin-like protein 5; AltName:OsFH5							8.3538	8.5947	9.2707	9.7596	9.1501	8.7561
GS1_SS_05083_11770	SCSGAM2075D03.g	Unknown	uncharacterized	.	.	9.5821	9.6496	10.3836	9.2541	9.4617	8.8912	11.0495	10.4939	11.7337	11.6366	11.233	11.4947
GS1_SS_05080_11945	SCSGAM2075C05.g	.	.	.	.							7.1659	8.4258	7.7108			
GS1_SS_07594_17779	SCQGLB1038F04.g	AminoAcid and nitrogen metabolism	synthase	Amino acid metabolism	Putative acetolactate synthase	9.0077	9.4353	10.0687		8.5163		12.5639	12.6233	13.3641	13.0648	12.992	13.297
GS1_SS_05073_19875	SCUTLR1058F12.g	Development	protein-protein interaction	Development	Transcriptional co-repressor LEUNIG	10.6106	10.1214	10.41	11.3831	9.5886	9.3952	10.7746	11.266	10.9726	11.0296	11.1337	11.1497
GS1_SS_07585_15536	SCVPRT2075B03.g	.	.	Stress	Water stress	9.6084	9.7115	10.0467	9.2816	9.3247	10.4145	10.6049	10.2779	10.696	11.2775	10.9095	10.7654
GS1_SS_07586_21362	SCEPLR1008E12.g	Transport	Membrane transporter	Transporters	ABC transporter	11.5588	11.0565	11.5462	11.8225	11.0099	10.654	11.4031	11.4625	11.9326	11.9616	11.3022	12.0892
GS1_SS_05072_09127	SCRLAM2052G08.g	.	.	.	PGR5-like protein 1A, chloroplastic;	16.5446	16.1494	16.5192	13.3321	16.2876	16.3007	7.2623	7.3898	7.387		7.469	7.0038
GS1_SS_05071_21089	SCEPRZ1009C10.g	Signal Transduction	kinase/phosphatase	Protein kinase	SNF-like kinase	10.9584	11.9624	11.3057	11.3436	10.7553	10.1971	11.961	11.609	12.4388	11.801	12.0174	12.0929
GS1_SS_07587_02396	SCEQHR1080H04.g	Unknown	.	.	.	12.7312	13.2706	13.9661	14.6729	12.7357	12.1854	14.9463	14.8751	14.7119	14.8371	13.9511	14.2547
GS1_SS_05078_02740	SCCCRZ1002F08.g	.	.	.	Protein FAR1-RELATED SEQUENCE 9 OS=Arabidopsis thaliana GN=FRS9 PE=2 SV=1 	9.4784	9.3772	9.4878		8.5587	9.1095	9.6882	9.3097	10.1121	10.2712	9.9383	10.1637
GS1_SS_05076_10864	SCBGLR1113G06.g	Unknown	.	.	.							8.0446	7.4489	8.4121	8.7645	8.1951	8.3123
GS1_SS_07580_06099	SCEQHR1080E01.g	Unknown	.	.	RecName:Translation initiation factor IF-2				9.5795			10.7091	10.9606	11.8714	9.96	12.3285	11.0547
GS1_SS_07539_05870	SCCCHR1004C02.g	Unknown	.	.	RecName:Serine/arginine repetitive matrix protein 1			8.5143		7.9436		12.3778	13.4859	12.3061	13.61	12.2964	13.5031
GS1_SS_07534_14390	SCCCRZ2C04H05.g	.	.	.	.	11.0243	11.033	12.6845	12.6164	11.4634	11.1299	11.06	11.215	11.0923	10.944	10.9393	11.3732
GS1_SS_07537_10683	SCCCLR1C03D11.g	.	.	.	RecName:Translation initiation factor IF-2			9.6784	10.6475	9.6436	8.5821	10.5896	10.3138	10.4199	11.5297	10.5533	11.4276
GS1_SS_07526_13766	SCCCHR1003D08.g	.	.	.	SWI/SNF complex subunit SWI3B; AtSWI3B; Transcription regulatory protein SWI3B	11.399	11.4503	11.6376	11.9043	11.0957	10.9819	11.5861	11.9416	11.5726	12.4017	11.63	12.0475
GS1_SS_07527_10625	SCCCHR1003E07.g	.	.	.	Protein yippee-like At4g27745	8.5963		8.6962	8.7908	8.2001	8.7564	8.0785	7.9909	8.0606	7.9701	8.0111	7.8279
GS1_SS_07529_12765	SCSGRT2064G09.g	.	.	.	Uncharacterized protein C16orf68 homolog	8.5782		8.7275				8.6928	8.1255	9.0964	8.5526	8.5881	8.2506
GS1_SS_07532_01845	SCCCHR1003H12.g	.	.	.	.			9.255		9.7886		8.8332	8.6001	8.2606	9.2172	8.9447	9.3931
GS1_SS_07523_20999	SCCCHR1003C09.g	.	.	No matches	RecName:Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2							8.672	9.2424	9.5533	9.4792	9.2823	9.1905
GS1_SS_07558_11971	SCUTRZ3070F02.g	Unknown	uncharacterized	.	RecName:Uncharacterized protein At1g76070				11.0641			10.4545	10.4171	10.5756	11.1642	9.7154	10.4647
GS1_SS_07562_13627	SCMCST1050D11.g	Others	uncharacterized	.	UPF0497 membrane protein At2g35760	9.6861	10.8377	10.1387	11.6087	9.586	8.2882	11.84	12.5554	11.6868	11.8297	11.9491	11.9444
GS1_SS_07563_20885	SCSGHR1071F12.g	Unknown	uncharacterized	No matches	.							9.1471	10.3757	8.8087	9.2766	8.8666	8.8672
GS1_SS_07544_02342	SCCCHR1004D11.g	.	.	.	.	10.1094	10.1896	9.9096	11.6138	9.1317	9.0983	11.4915	11.4879	11.7938	11.7556	11.2769	11.6557
GS1_SS_07546_00754	SCEQRT2101A04.g	Signal Transduction	receptor	.	Xenotropic and polytropic retrovirus receptor 1 homolog		9.3614	10.2683		10.1698		11.6555	10.0737	11.1272	10.4178	11.2985	10.8647
GS1_SS_07550_14733	SCCCHR1004H09.g	.	.	other	Choline-phosphate cytidylyltransferase B; Phosphorylcholine transferase B; CTP:phosphocholine cytidylyltransferase B; CCT B; CT B; CCT-beta	10.7568	11.5818	11.3811	13.019	11.1411	10.6383	13.4382	14.1586	14.0749	14.0149	13.8264	13.6045
GS1_SS_07540_17361	SCCCHR1004C09.g	.	.	Carbohydrate metabolism	Aminosugars metabolism	11.4203	10.7848	11.6944	10.1744	10.659	10.6715	10.8622	10.4491	11.1661	10.7916	10.8771	11.1835
GS1_SS_07542_12150	SCRULB1058H03.g	.	.	.	Splicing factor 3B subunit 4 Splicing factor 3B subunit 4			8.3127				8.6065	9.4923	9.4453	9.6806	9.1485	9.7162
GS1_SS_00438_04895	SCACST3158E07.g	.	.	.	.	9.7984	9.7421	9.6253	10.1073	9.3933	9.3339	10.57	10.1483	10.8596	10.3117	10.4706	10.1698
GS1_SS_02882_14423	SCQGST1032B09.g	Unknown	uncharacterized	.	.			9.3373	9.1454	8.8042		9.622	9.7595	10.4536	10.8055	10.1355	9.9251
GS1_SS_02878_10420	SCJFRZ3C05F08.b	.	.	Receptors	receptor Ser/Thr kinase-unclassified				8.2629			7.7724	10.3525	8.6802	9.154	8.4468	8.8785
GS1_SS_00435_10744	SCJFRT1059F04.g	RNA metabolism	RNA turnover	.	CCR4-NOT transcription complex subunit 7; CCR4-associated factor 1; CAF-1	8.644	10.691	10.7873	12.3525	11.1449	10.9282	15.5077	15.4444	15.9279	16.5165	14.6761	15.6519
GS1_SS_02876_19320	SCCCRZ1002A08.g	.	.	No matches	RecName:Putative SERF-like protein	12.9866	12.811	13.4385	13.0908	13.0314	12.6942	12.8998	12.5213	12.7794	12.9873	12.5914	12.7774
GS1_SS_00436_09316	SCRUAD1063E03.g	Others	uncharacterized	.	Papilin;							9.6032	9.6893	10.3814	8.6783	9.7015	8.9389
GS1_SS_02893_01729	SCEQLR1093B04.g	.	.	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	10.3946	10.4393	10.2389	10.6732	9.746	10.5457	9.605	9.1044	9.6153	9.3429	9.7203	9.4665
GS1_SS_00446_02475	SCEQAD1016E12.g	.	.	Pathogenicity	R-gene							7.4563		7.9715	8.4615	7.9412	8.3967
GS1_SS_02891_20917	SCRLAM1014C02.g	.	.	Protein phosphatase	serine/threonine PPM family						8.322	9.5458	9.731	10.6942	8.8325	10.4175	9.3951
GS1_SS_00447_18841	SCEPCL6029A03.g	Cell cycle	DNA replication factor	Cell cycle	DNA replication licensing factor mcm6 (Minichromosome maintenance protein 6)							9.3393	8.3926	10.2097		9.7579	8.1291
GS1_SS_00440_09405	SCCCLR2004H07.g	Unknown	uncharacterized	.	.	9.719	10.1303	9.4892	12.6511	9.1571	9.6345	10.9595	11.6021	12.1347	12.019	11.9994	11.5555
GS1_SS_02887_05528	SCQSAM1032C04.g	.	.	.	F-box/LRR-repeat protein 20; F-box and leucine-rich repeat protein 20; F-box/LRR-repeat protein 2-like	9.3384	8.997	8.9627	9.9609	8.4752	8.9832	9.6113	9.6879	10.0088	10.092	9.7966	9.8556
GS1_SS_00442_15120	SCCCRZ2C04G07.g	Unknown	uncharacterized	No matches	non-coding	11.0128	11.0155	11.9858	11.3391	10.9711	10.9545	11.6025	11.2611	12.0476	11.5077	11.3422	11.6005
GS1_SS_02884_07640	SCQSAM1032B04.g	.	.	.	IMPACT family member in pol 5'region			10.2711	10.7323	9.7641		10.2012	10.3799	10.5574	10.6928	10.3638	10.6107
GS1_SS_23049_08159	SCMCLR1010C05.g	RNA metabolism	RNA polymerase	.	DNA-directed RNA polymerase II subunit RPB1; RNA polymerase II subunit B1; DNA-directed RNA polymerase III largest subunit	10.932	10.7342	10.6421	10.9753	10.1021	10.7917	12.2498	12.0915	12.7337	13.4851	13.0148	13.2436
GS1_SS_25447_13585	SCRLSD2011D08.g	Others	uncharacterized	.	Probable protease inhibitor P322;	9.6716	11.2537	9.6935		10.2276	9.0506	11.0595	11.9662	9.7765	12.1793	9.7166	10.27
GS1_SS_25438_09532	SCRLSD2011A02.g	.	.	.	.	9.1564	9.0611	9.252	9.8334	8.6429	9.405	9.0979	8.3007	8.3049	8.9187	7.7411	7.7015
GS1_SS_23042_16311	SCQGLB1029B05.g	.	.	Protein kinase	other	10.0076	10.193	10.1738	9.4989	8.6429	8.9104	11.5284	11.3657	12.4667	11.2993	11.8773	11.3168
GS1_SS_25434_10870	SCVPRZ2038E01.g	.	.	.	SufE-like protein, chloroplastic; Protein EMBRYO DEFECTIVE 1374;			8.3875	9.3002	7.4439		7.9518	7.4388	7.8359	7.8195	7.5777	7.3239
GS1_SS_25436_01292	SCRLSD2010F08.g	.	.	.	.	8.235						8.1805	7.9844	8.4472	8.1496	8.1703	8.1417
GS1_SS_23047_12738	SCSBFL5020D01.g	.	.	.	Multiple C2 and transmembrane domain-containing protein 1	9.754	10.3023	10.7258	9.6103	10.3746	9.648	10.8181	11.6476	11.7221	11.5739	11.339	10.9493
GS1_SS_25440_20512	SCRLSD2011B08.g	.	.	Receptors	receptor Ser/Thr kinase							9.6666	8.1656	8.3607	8.678	9.5212	9.6168
GS1_SS_25442_07597	SCJLST1019A04.g	Unknown	uncharacterized	.	.	15.7672	14.1346	16.4063	14.5753	15.9046	15.5318	16.7436	13.3386	15.0976	13.6404	15.7504	16.2662
GS1_SS_00449_11300	SCCCLR1C01H03.g	.	.	.	Uncharacterized protein HI0933		8.8246	9.5433				8.9874	8.8007	9.7635	9.415	9.2689	8.8811
GS1_SS_02896_16059	SCQSAM1032F05.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	acyl carrier protein 1 [Chlamydomonas reinha.	10.8488	11.5239	11.6319	10.9168	10.7637	11.2309	12.4684	12.5863	13.0082	12.3773	12.4973	12.0109
GS1_SS_02903_02974	SCJFRZ2013E09.g	.	.	.	.	10.5898	10.8039	11.0707	12.0673	10.3547	9.705	11.0992	11.3058	11.5778	11.9723	11.3557	11.4943
GS1_SS_00459_08070	SCMCST1053G09.g	.	.	.	.								7.2062	8.3858	7.896	7.8591	8.2974
GS1_SS_02901_10450	SCEQRT1027B01.g	.	.	.	Import inner membrane translocase subunit TIM50, mitochondrial precursor (Protein EMBRYO DEFECTIVE 1860)							7.4543	7.0253	7.5205		7.2432	7.0699
GS1_SS_00453_00482	SCJFRZ2012G04.g	Unknown	uncharacterized	.	Vacuolar transporter chaperone 2; Phosphate metabolism protein 1	15.3864	14.7216	15.2506	16.8873	15.1766	13.5877	14.2606	13.369	13.7514	13.9026	13.9305	13.7121
GS1_SS_02900_14337	SCQSAM1032G08.g	.	.	.	.	14.611	14.8506	15.3513	15.4589	14.8457	14.4074	15.6417	16.2015	16.0609	15.4865	16.0694	16.0274
GS1_SS_02899_00911	SCQSAM1032G05.g	.	.	.	.			10.3765	9.454	9.5185	9.6852	8.7495	8.5896	9.2911	9.1817	9.1067	8.9534
GS1_SS_00457_10241	SCEQAD1017C07.g	.	.	.	RecName:Translation initiation factor IF-2					7.8498		7.8837	8.0251	8.6783	8.2023	7.9885	8.1982
GS1_SS_00462_14207	SCSGAM2103B11.g	.	.	.	.	11.096	10.6926	11.6138	11.2765	10.9648	10.6803	12.4384	13.0112	12.6461	13.738	12.5895	13.0589
GS1_SS_00460_09519	SCQSST1038D12.g	.	.	.	RecName:Glycoprotein gp2; AltName:Glycoprotein X; Short=GpX; Flags: Precursor							9.0014	9.0586	9.6294	9.3177	9.2313	9.5423
GS1_SS_02909_02112	SCEZLB1005B03.g	Unknown	Uncharacterized	.	Nucleolar complex protein 2 homolog; Protein NOC2 homolog	13.408	13.1559	12.7394	11.056	11.7496	13.4282	12.1841	11.4256	12.1023	12.3008	11.904	11.7311
GS1_SS_00461_10271	SCEPRZ1008F10.g	.	.	.	.		9.085	8.9466		8.4472		11.5279	11.1589	12.0967	12.4693	11.6918	12.5233
GS1_SS_02907_06795	SCCCLR1068F04.g	Unknown	Uncharacterized	.	.	8.7233		8.2768	9.5342	7.9867		8.3264	8.7945	8.7039	9.187	8.3343	9.2262
GS1_SS_23071_02457	SCMCFL5009H09.g	Unknown	uncharacterized	.	RecName:MATE efflux family protein 6; AltName:Protein DETOXIFICATION 1-like 2; AltName:Protein DTX4	10.6332	10.2152	10.9696	10.5835	10.2343	10.0169	10.6639	10.3092	10.5788	10.8192	10.2428	10.7109
GS1_SS_25466_11220	SCSGAM1094F11.g	.	.	.	RecName:Putative protein TPRXL	12.9256	12.9248	13.6271	15.0545	12.6814	12.3794	13.6636	13.7344	13.5494	13.6508	13.4849	13.3639
GS1_SS_00452_14270	SCVPRZ2038H10.g	Unknown	uncharacterized	.	RecName:Neural Wiskott-Aldrich syndrome protein; Short=N-WASP	10.7157	10.9915	11.771	11.75	11.3056	10.4939	12.5811	12.6572	12.8147	13.2579	12.7573	12.9637
GS1_SS_02897_05605	SCCCLR1067G03.g	.	.	.	Mitochondrial import inner membrane translocase subunit TIM22	10.3066	10.2142	11.3886	10.0391	10.2081	10.308	9.8803	9.6498	10.4813	10.4546	10.0648	10.0231
GS1_SS_23055_10306	SCMCFL5011E08.g	Unknown	.	.	.							7.2906	7.5747	9.2506		8.0767	
GS1_SS_25459_03499	SCRFAM1028F07.b	.	.	.	Protein BCCIP homolog	10.4078	10.1175	10.4471	9.2695	9.4462	10.4208	10.6567	10.1586	10.8138	10.6677	10.7273	10.4581
GS1_SS_23060_08170	SCMCRT2087A04.g	Cytoskeleton and vesicle trafficking	.	.	Protein RER1A (AtRER1A)	12.7482	12.8567	13.3605	13.5171	12.5916	12.2502	12.9589	12.8155	13.2484	13.1281	13.0374	12.9441
GS1_SS_25450_16799	SCAGFL1085G05.g	.	.	Protein kinase	Undefined							8.8006	9.0946	9.3722	8.6634	9.2419	8.8214
GS1_SS_23056_10598	SCMCFL5011E10.g	.	.	.	.	10.3397	9.9573	9.9444	9.2035	9.2645	9.9086	9.3012	8.5417	9.4596	9.8732	9.3808	9.3208
GS1_SS_23064_15613	SCJLLR1054F11.g	.	.	Protein metabolism	40S ribosomal protein S12	14.5266	15.1867	15.3814	14.0844	14.1749	15.276	15.0847	14.691	15.3839	14.4869	15.1103	14.3658
GS1_SS_25463_00418	SCRUAD1063A01.b	.	.	.	.	12.4012	12.2769	11.8819	12.167	10.9721	12.1348	11.1074	10.7183	11.6013	11.4898	11.4258	11.0216
GS1_SS_23068_10569	SCSGAM1096B12.g	.	.	.	Ribosomal RNA assembly protein KRR1; KRR-R motif-containing protein 1			9.2765		8.7801	9.1591	9.921	9.5126	10.1759	9.8077	9.6282	9.7462
GS1_SS_25462_11885	SCQGSD1045G04.g	Unknown	Uncharacterized	.	Lysine histidine transporter-like 1 OS=Arabidopsis thaliana GN=At1g48640 PE=3 SV=2 	7.8333		9.3161	15.4495	7.7234	8.9199	9.9529	10.4764	8.8185	11.0876	9.3459	9.9679
GS1_SS_23065_17876	SCEZRZ3053H09.g	AminoAcid and nitrogen metabolism	aldolase	Amino acid metabolism	L-allo-threonine aldolase	11.143	11.5699	11.3896	11.6393	13.3505	11.1879	10.9885	10.5713	10.4085	11.5137	10.3601	10.8681
GS1_SS_00464_05744	SCCCCL3003C02.b	.	.	.	Periodic tryptophan protein 2 homolog	11.8535	11.5437	11.5358	12.9136	11.4591	11.9689	11.8289	11.1613	11.4576	12.1377	11.4819	12.1651
GS1_SS_05232_20147	SCMCFL5011B04.g	.	.	Protein kinase	other							10.935	9.3586	11.5104	9.2799	10.9237	10.7173
GS1_SS_00398_05852	SCBGAD1028E10.g	.	.	.	.	9.0865	8.8384	8.8438	9.9357	8.731	9.4842	9.0615	8.6346	8.4809	8.8471	8.5276	8.5424
GS1_SS_02842_13565	SCQSAM1030G03.g	.	.	.	TATA-box-binding protein 2 (TATA-box factor 2) (TATA-binding factor 2) (TATA sequence-binding protein 2) (TBP-2) (Transcription initiation factor TFIID TBP-2 subunit)	10.0892	10.1273	11.1239	10.2813	10.2183	9.6914	11.0655	10.5056	11.0665	10.9665	10.8143	11.083
GS1_SS_00402_07756	SCJFRZ1006B02.g	DNA metabolism	.	.	Transcription factor A, mitochondrial; mtTFA; Mitochondrial transcription factor 1; MtTF1; Transcription factor 6-like 2;							9.0039	9.2556	10.1735		10.5257	9.5454
GS1_SS_05230_17662	SCCCLR1001C07.g	.	.	Amino acid metabolism	Putative branched-chain amino acid aminotransferase (EC 2.6.1.42)    (Transaminase B)    (BCAT)			8.6788				11.7771	11.6528	11.7333	11.9244	11.5222	12.2013
GS1_SS_05227_00916	SCSGAM2103G06.g	.	.	.	.	10.5565	9.8591	11.1749	12.912	11.2368	11.2455	7.975	8.0957	7.7707	8.0997	7.3366	7.8782
GS1_SS_00410_14265	SCUTHR1065B07.g	Unknown	no matches	.	.	8.3714						8.5205	7.6041	8.9859	8.0264	8.9215	8.7769
GS1_SS_05236_15851	SCRLLR1131D03.g	.	.	Calcium metabolism	calcineurin B-like	11.916	11.3044	11.5961	12.227	11.5801	11.3126	12.7615	13.1783	12.4547	13.0543	12.6131	12.5773
GS1_SS_02853_08541	SCJFLR1035B01.g	Signal Transduction	.	.	Snakin-2;							8.5359	9.8059	9.7934	10.1607	9.633	8.9356
GS1_SS_05235_05315	SCEZRZ3018F02.g	Unknown	uncharacterized	.	RecName:Translation initiation factor IF-2	11.4084	11.4221	12.1016	12.5947	11.1804	11.4477	12.9179	12.9872	13.325	12.9871	13.4917	13.9573
GS1_SS_00404_05432	SCBFLR1083F12.g	Lipid metabolism	.	.	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; 3-hydroxyisobutyryl-coenzyme A hydrolase; HIB-CoA hydrolase; HIBYL-CoA-H;			9.1981		8.5323		10.945	11.3742	12.0598	10.5626	11.1726	10.8026
GS1_SS_02848_09657	SCJLRT1023D09.g	.	.	.	Kinesin-1; Kinesin-like protein A							8.2218	8.4934	8.7335	8.3949	8.3942	7.9772
GS1_SS_05234_09636	SCRUFL4020B01.b	.	.	.	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1; BRI1-associated receptor kinase 1; Somatic embryogenesis receptor-like kinase 3;	11.461	11.216	11.6897	13.4483	10.6943	11.113	10.0034	10.0107	10.0966	10.2094	9.9909	9.6956
GS1_SS_00406_20661	SCBGHR1057E08.g	.	.	Inositol	Inositol phosphatases	10.7209	10.4815	11.4778	9.8065	10.0051	9.779	10.4059	10.5015	10.902	10.4242	10.3794	10.3634
GS1_SS_25419_10393	SCEPSD2006E03.g	.	.	.	RecName:Acyl-coenzyme A thioesterase 13; Short=Acyl-CoA thioesterase 13; AltName:Thioesterase superfamily member 2 RecName:Acyl-coenzyme A thioesterase 13; Short=Acyl-CoA thioesterase 13; AltName:Thioesterase superfamily member 2	10.0377	10.3141	11.2555	10.7561	10.4827	9.8001	10.6943	10.1307	10.6726	10.7411	10.1806	10.4219
GS1_SS_23008_13373	SCCCFL4091E07.g	.	.	.	Neutral alpha-glucosidase AB; Glucosidase II subunit alpha; Alpha-glucosidase 2;	10.7128	10.889	10.5322	11.2064	10.0506	10.3561	11.62	11.3853	12.2225	12.3155	12.1437	11.8774
GS1_SS_23006_08233	SCQGFL3054F10.g	Unknown	Uncharacterized	.	.							9.2215	10.1827	10.1889	9.5611	10.0363	8.7109
GS1_SS_25421_07940	SCEPSD2006H05.g	.	.	.	.	12.8682	12.4474	13.6996	11.4563	11.9283	12.6488	11.0945	10.7892	11.0045	11.2442	10.6806	11.1421
GS1_SS_23013_01826	SCJFLR1013C08.g	Others	.	.	Heavy metal-associated isoprenylated plant protein 26; Short=AtHIPP26; AltName:Farnesylated protein 6; Short=AtFP6; Flags: Precursor	12.3876	11.9675	12.4828	10.9543	12.2906	12.339	9.7801	10.141	10.1951	10.5057	10.1616	9.6962
GS1_SS_25416_00588	SCEPSD2005D11.g	Oxidative phosphorylation	oxidoreductase	.	NAD(P)H-quinone oxidoreductase subunit M, chloroplastic; NAD(P)H dehydrogenase I subunit M; NDH-1 subunit M; NDH-M; NAD(P)H-quinone oxidoreductase subunit M, chloroplastic; NAD(P)H dehydrogenase I subunit M; NDH-1 subunit M; NDH-M;	14.3095	13.6639	15.1073	10.7822	14.9456	14.646	9.166	9.3144	8.8856	10.3956	8.6484	9.8169
GS1_SS_23010_09502	SCUTST3090A10.g	.	.	.	Putative apospory-associated protein C	10.1449	9.3045	10.8806	9.9796	9.1424	9.6348	8.4166	8.5316	9.4035	8.7591	8.642	8.4413
GS1_SS_25417_10436	SCEPSD2005G01.g	Protein metabolism	ribosomal protein	.	30S ribosomal protein 3, chloroplastic; Plastid-specific 30S ribosomal protein 3; PSRP-3;	11.201	10.4373	12.011	9.1063	10.9292	11.926	8.1536	8.125	8.388	8.0547	8.1842	8.4284
GS1_SS_23014_02666	SCSFAD1125B10.g	.	.	.	.	9.1353	9.3774	8.6587	8.9746	8.1776	8.9314	9.1039	8.6861	9.0806	10.0269	9.2374	9.4797
GS1_SS_25394_21770	SCBGRT1050A08.g	Pathogen Resistance	induced by biotic and abiotic stress and hormone	Cell wall	chitinase			11.4119	15.4535		9.9504	13.1558	13.354	11.6822	13.9851	12.5846	12.6393
GS1_SS_25400_08665	SCMCCL6051D02.g	Pathogenicity	.	.	Elicitor-responsive protein 1; Fungal elicitor immediate early-responsive gene 1 protein; FIERG1; 17 kDa phloem protein; RPP17 Elicitor-responsive protein 1; Fungal elicitor immediate early-responsive gene 1 protein; FIERG1; 17 kDa phloem protein; Rp	10.3706	10.581	12.7181	14.5433	12.0194	10.3508	12.6408	12.2299	13.283	12.0168	12.3607	12.5052
GS1_SS_25413_09718	SCQGSB1141F01.g	Unknown	uncharacterized	.	RecName:Uncharacterized 35.5 kDa protein in transposon Tn4556		8.7824	8.9845	9.9216			10.6217	10.5751	10.4846	9.7659	10.5873	10.5686
GS1_SS_22996_11226	SCRLST3165B05.g	.	.	.	Digalactosyldiacylglycerol synthase 2, chloroplastic	11.3523	11.3804	11.4323	11.5012	10.6454	10.4332	10.8247	10.3109	10.8369	10.6462	10.4642	10.4525
GS1_SS_23004_21055	SCSGHR1066C03.b	Flavonoid and anthocyanin metabolism	synthase	Carbohydrate metabolism	chalcone synthase			7.9299	11.635			14.0542	13.2872	13.6342	13.4054	13.4292	13.1742
GS1_SS_23002_16704	SCCCFL4090D02.g	Cell wall metabolism	Lignin metabolism	Cell wall	dirigent-like protein	9.4636	9.7855	10.4004		11.0038	9.2475	11.3173	11.5081	11.2219	10.1717	11.5352	11.1175
GS1_SS_00415_08826	SCCCCL4009B07.g	.	.	.	Villin-2							8.5045	8.9357	8.862	9.2729	9.1549	9.0105
GS1_SS_02860_16155	SCVPRZ2039D07.g	.	.	Bioenergetics	V-type proton ATPase subunit C; V-ATPase subunit C; Vacuolar proton pump subunit C	11.7477	12.0894	12.6255	13.4588	11.8461	11.1563	13.3374	13.552	13.9234	13.598	13.7971	13.1761
GS1_SS_00416_08793	SCEQRT2025H12.g	Unknown	uncharacterized	.	.	10.1321	9.5429	9.7619	9.3374	9.0764	10.2118	9.6518	9.5646	10.1527	9.9131	9.7981	10.1439
GS1_SS_05242_12753	SCCCCL3120F07.g	.	.	.	Proteasome subunit beta type-4; Proteasome subunit beta type-7; 20S proteasome beta subunit G-1; Proteasome component H;	13.0404	13.523	14.1257	14.0143	13.1891	12.8316	14.4042	14.1968	14.7447	14.4974	14.6524	14.2346
GS1_SS_00412_08974	SCCCAD1002A04.g	.	.	.	RecName:Probable sugar phosphate/phosphate translocator At3g17430		8.1931	8.0164	8.7133	8.5043		7.9252	7.3971	8.2217	8.0006	8.052	7.7467
GS1_SS_05238_18341	SCBGLR1096H12.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Putative propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	10.0937	10.3594	11.082	11.2115	9.9241	9.5081	12.2546	12.8862	12.3962	13.0108	12.3421	12.5756
