probe_name	transcript_name	function	structural	category	sub category 1	Circadian_24h.c	Circadian_24h.t	Circadian_28h.c	Circadian_28h.t	Circadian_32h.c	Circadian_32h.t	Circadian_36h.c	Circadian_36h.t	Circadian_40h.c	Circadian_40h.t	Circadian_44h.c	Circadian_44h.t	Circadian_48h.c	Circadian_48h.t	Circadian_52h.c	Circadian_52h.t	Circadian_56h.c	Circadian_56h.t	Circadian_60h.c	Circadian_60h.t	Circadian_64h.c	Circadian_64h.t	Circadian_68h.c	Circadian_68h.t
GS1_SS_23589_00797	SCCCFL5062D05.g	Unknown	.	.	.	6.3088		7.3755	7.5417	7.3435	7.6646	6.1023		7.4919	7.3818	7.6285	7.6521	7.0508	6.4241	6.9334		6.868	6.5888	7.1802	7.2388	6.3524	6.4384	7.5742	7.4392
GS1_SS_25951_12412	SCQGLR1062E09.g	.	.	.	Probable 26S proteasome non-ATPase regulatory subunit 8; 26S proteasome regulatory subunit S14; Vegetative cell protein X; Protein M4	12.841	12.7249	13.1359	12.9423	12.8904	12.854	12.8666	13.0615	12.7801	12.9587	13.3261	13.4487	12.8851	12.8221	12.7199	12.5048	13.1074	12.9811	13.0135	12.8829	12.8783	13.2331	13.2133	13.2951
GS1_SS_23576_04530	SCCCLR1C03F08.g	Pathogen Resistance	kinase/phosphatase	Receptors	LRR receptor-like serine/threonine-protein kinase ERECTA	9.9493	10.2616	10.0857	9.8268	9.7843	9.4662	10.2445	9.722	9.9492	10.0526	9.9266	10.6364	9.7388	10.1266	10.1014	10.0151	9.9243	9.475	9.7007	9.5903	10.0052	10.1135	9.3215	9.6095
GS1_SS_25940_01840	SCUTSD2025B12.g	.	.	Library-specific	RecName:Probable polyadenylate-binding protein At2g36660; Short=PABP; Short=Poly(A)-binding protein At2g36660			6.5845				6.0863				6.1645	6.5566					5.6057			5.9131	5.643	6.1429	5.9271	
GS1_SS_25941_17244	SCBFSD2038A07.g	Unknown	uncharacterized	No matches	.	10.235	9.5953	11.1724	10.5558	10.8387	10.6998	10.352	10.3432	11.1027	11.3699	11.3727	11.6471	10.9632	11.1053	10.2713	10.6791	10.9646	10.4386	10.9605	10.2343	10.4017	10.5252	10.997	11.1589
GS1_SS_25938_20117	SCBGLR1044D06.g	Carbohydrate metabolism	uncharacterized	Carbohydrate metabolism	Photosynthesis	13.3549	14.1814	13.6555	14.501	13.5374	12.8867	13.4669	10.7185	13.6497	12.9299	13.6148	13.794	13.5625	14.5414	13.0566	14.0037	13.6351	12.6065	13.6365	11.9078	13.4764	12.8573	12.8323	13.5127
GS1_SS_25939_15690	SCEPSD2071B08.g	Others	uncharacterized	Stress	chymotrypsin inhibitor	9.3286	9.4187	9.5573	9.6916	9.2548	9.3689	9.7039	9.8878	9.6537	9.378	9.5094	9.8882	9.2031	8.7267	9.2379	8.9123	9.2564	9.4212	9.2468	9.2377	9.4607	9.3515	8.749	9.2664
GS1_SS_00996_13218	SCRUAD1063A09.g	Unknown	uncharacterized	.	30S ribosomal protein S21, chloroplastic	14.2349	14.5925	14.7048	14.7966	14.431	14.0926	14.0736	13.6525	14.4373	14.3554	14.7738	15.1728	14.4711	14.7596	13.8937	13.9128	14.459	13.8394	14.3079	13.7414	14.1578	14.2075	14.5732	14.7626
GS1_SS_03435_21394	SCJLRZ1021D03.g	Others	acetyl-CoA synthetase	Carbohydrate metabolism	acetyl-CoA synthetase	12.2269	11.7053	12.7524	12.4744	12.4811	12.9027	12.1941	12.4163	12.351	12.6006	12.4044	11.9634	12.4911	12.1477	12.0869	12.0163	12.6336	12.6966	12.5205	12.4885	12.4207	12.6335	12.2535	12.2936
GS1_SS_03434_18980	SCCCCL4002F06.g	.	.	Stress	wound-induced	10.8398	10.8823	11.1087	10.6771	10.982	10.52	11.1381	11.6533	10.9596	11.1311	11.0549	11.5858	10.8468	10.6727	10.972	10.4108	10.988	10.6096	10.7476	11.0355	11.0237	11.5565	11.1778	10.737
GS1_SS_00999_17398	SCEQRT1033D01.g	.	.	Carbohydrate metabolism	vegetative storage protein (acid phosphatase)										5.4981		5.7242		5.5817					6.1717	6.4542				
GS1_SS_00994_12094	SCEZRZ3100C10.g	Others	uncharacterized	.	Nucleotide pyrophosphatase/phosphodiesterase	11.2454	11.348	11.5858	11.9784	11.3334	10.5583	11.4933	11.4525	11.4821	11.1868	11.2575	11.4808	11.3065	11.3366	10.9091	10.5835	11.3964	10.9846	11.2034	10.9108	11.279	11.6351	10.946	11.2426
GS1_SS_03432_14200	SCQSLR1089D08.g	Unknown	uncharacterized	.	RecName:Dapper homolog 3; AltName:Dapper antagonist of catenin 3	13.3786	12.6611	13.7427	13.3091	13.5506	13.8	13.5549	14.5893	13.3702	13.3494	13.7728	13.6169	13.5876	12.8398	13.2015	12.9523	13.4009	13.9854	13.469	14.097	13.4768	13.5458	13.3766	13.582
GS1_SS_03430_04742	SCCCAM2001A06.g	.	.	.	RecName:Putative protein TPRXL	7.005	6.9114	7.3669	7.3925	7.225	7.3503	7.4165	7.5218	6.6366	7.3157	6.872	6.807	7.0783	7.4933	7.4984	7.1879	7.2283	7.6242	7.2663	7.0341	7.4074	7.2367	6.9637	6.7578
GS1_SS_00995_11482	SCRUAD1063A08.g	.	.	.	DNA damage-inducible protein 1			7.1598	6.92	7.0431	7.1665	6.4077	6.5766	6.7439	6.7447	6.776	6.5748	6.6516	6.8888	6.8091	7.1071	6.9577	7.1605	6.7113	7.0137	6.379	6.6377	7.0717	6.4676
GS1_AS_24679_03251	SCSBLB2039A02.g	.	.	.	ADP-ribosylation factor 1; 13 kDa cold-induced protein			6.0353	6.0699						5.9426		6.1621	6.18	6.0591					6.0025	6.2573	6.2733		5.9238	
GS1_SS_01002_21336	SCEQRT1033G09.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	9.9707	10.6141	10.2526	10.4357	10.1498	10.2002	10.1828	10.0439	10.1883	9.9753	10.0707	9.9723	10.0425	10.0985	9.7249	9.7937	10.1464	10.0894	9.9497	9.9195	10.053	10.0167	9.7704	9.6567
GS1_SS_03436_07608	SCQSLB1051F03.g	Carbohydrate metabolism	.	.	Probable phosphoglycerate mutase gpmB (Phosphoglyceromutase) (PGAM)	11.0111	10.8283	12.0516	11.8074	11.8769	11.7979	11.1298	11.419	11.9842	11.9248	11.8883	12.1349	11.9181	11.9387	11.1362	10.966	11.9292	11.7191	11.9247	12.0085	11.3116	11.5065	11.9899	11.8284
GS1_AS_24680_04582	SCVPLB2C03G03.g	Unknown	.	.	.			6.3511	6.4331	6.4865	6.7332			6.1806	5.8474	6.1192	5.8393	6.3453	6.2689				5.7899	6.9831	7.133		5.6196	5.9098	5.7247
GS1_SS_25899_16947	SCMCSD1062A02.g	Cell wall metabolism	Lignin metabolism	Cell wall	dirigent-like protein			6.8547	6.3552	6.2251	6.9604	6.1964	7.1421	6.3335	6.6133	7.1196	6.8163	6.5941	6.2664	7.0951		6.377	6.1477	6.4156	6.6611	6.3006	6.5366	7.2477	6.7558
GS1_SS_05740_06494	SCCCCL3001H06.b	.	.	.	.		6.5673	6.7915	7.094	6.6167	6.6862	6.688	6.4245	6.6267	6.3121	6.9816	6.9025	6.6848	6.872	6.7969	7.2587	6.5652	7.0494	7.0216	6.928	6.659	6.3129	6.5405	6.4486
GS1_SS_03361_10579	SCVPAM1055C01.g	.	.	.	.	6.7341		6.6011	6.7489	6.9723	6.8506	6.6854	6.9701	6.295	6.4805	6.6161	6.6784	6.6324	6.9568	6.7399	6.3702	6.5487	6.8429	6.7555	6.7158	6.8138	6.8852	6.6857	6.279
GS1_SS_05737_13687	SCCCCL3001G11.b	Others	aldolase	.	2-dehydro-3-deoxyphosphooctonate aldolase (Phospho-2-dehydro-3-deoxyoctonate aldolase) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthetase) (KDO-8-phosphate synthetase) (KDO 8-P synthase) (KDOPS) (AtkdsA)			6.2565	5.7816			6.0879			6.2355	6.1814	6.254	6.2059	5.9598			5.8851	6.0163	6.0108	6.2395	5.7779	6.1599	6.0615	
GS1_SS_00911_21085	SCCCLR1024H06.g	DNA metabolism	metal ion binding	Stress	Cytochrome P450	13.6067	13.1236	13.671	13.2765	13.4087	13.5567	13.6683	14.0033	13.269	13.3975	13.6002	13.4162	13.3329	13.0099	13.3139	13.0672	13.544	13.6712	13.2989	13.4146	13.4588	13.688	13.5467	13.357
GS1_SS_05735_08498	SCCCCL3001G08.b	Unknown	uncharacterized	.	.	10.8503	10.1903	11.2494	11.1584	10.9794	11.5257	11.0392	11.4821	10.8001	10.9687	11.1437	10.5173	10.9496	10.4528	10.6443	10.5091	11.0651	11.4427	10.9717	11.3293	10.959	10.7571	10.7398	10.9651
GS1_SS_25890_11074	SCBGAD1028F07.g	.	.	.	.	11.8533	11.7296	12.1946	12.1531	12.109	12.1025	12.0763	12.1205	12.0916	12.0055	12.307	12.4551	12.0194	11.9401	11.618	11.5665	12.1686	12.3817	12.0082	12.1882	12.0584	12.0246	12.2586	12.0682
GS1_SS_25882_10615	SCBFSD2034D05.g	Unknown	.	.	Uncharacterized protein At3g15000, mitochondrial	15.3401	13.9916	15.5786	14.2765	15.1166	15.0769	15.1261	15.9336	15.282	15.2244	15.2024	15.2455	15.2469	14.2426	14.8554	14.1175	15.0183	15.3998	14.8616	15.6856	15.1085	15.162	15.0255	14.8357
GS1_SS_25884_10896	SCSBSD2057A04.g	.	.	.	.	11.7996	11.427	12.3958	12.114	12.138	12.0744	11.9708	12.2661	12.041	11.953	12.2138	12.4167	12.0218	12.0628	11.4659	11.4745	12.0703	12.4152	11.9057	12.261	11.8896	11.7455	12.2846	11.7564
GS1_SS_25895_10457	SCMCSD2059H07.g	Others	uncharacterized	.	Putative tropinone reductase homolog At1g07440	7.7614	7.8023	7.9269	8.1213	7.8948	8.7071	7.7935	7.3763	7.5252	7.4901	7.7042	7.7743	7.7301	7.9383	7.7575	7.7492	7.5964	7.7017	7.5408	7.2194	7.7421	6.891	6.6803	6.9626
GS1_SS_25897_10529	SCUTSD2025B07.g	.	.	.	Elongation factor 1-alpha (EF-1-alpha)																			6.0822	6.0204				
GS1_SS_25891_09891	SCMCSD2059C05.g	.	.	.	Protein mmf1, mitochondrial precursor (Maintenance of mitochondrial function 1) (Isoleucine biosynthesis and maintenance of intact mitochondria 1)		6.8533	8.1988	8.2971	8.3991	8.6703			8.2745	7.9536	7.9596	7.8241	8.54	8.3588	6.479	6.4756	7.1794	6.942	8.7522	8.6108	6.691	6.5761	7.6044	7.8536
GS1_SS_25893_13587	SCMCSD2059G02.g	.	.	.	RecName:Proline-rich protein HaeIII subfamily 1; AltName:Proline-rich protein MP-2; Flags: Precursor	12.4184	11.6148	12.6777	12.0075	12.2946	12.4639	12.5427	13.1165	12.3412	12.3967	12.5214	12.6166	12.3131	11.7351	11.9725	11.6841	12.3225	12.4346	12.1917	12.4528	12.3341	12.6577	12.3838	12.1339
GS1_SS_00942_07803	SCQSRT2034F01.g	.	.	.	Transmembrane 9 superfamily member 2;	8.1373	8.1516	8.1144	8.2376	8.0034	7.9432	8.2124	8.3839	7.5732	7.763	7.8769	8.0903	7.8436	8.0367	8.0032	7.618	7.8705	8.3998	7.5424	8.0697	7.9587	7.7759	7.898	7.6302
GS1_SS_25879_13953	SCSBSD2055F08.g	Unknown	uncharacterized	.	.	8.5144	8.4745	9.4608	9.0323	9.2276	9.476	8.7581	7.6976	9.4677	9.2554	9.4549	9.5357	9.3084	10.018	8.6206	8.4919	9.1605	8.5654	9.4403	8.9127	8.7797	8.6258	9.1266	9.0397
GS1_SS_00915_16883	SCRLAM1012F05.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 28 protein (polygalacturonase)	7.9429	8.1468	8.9301	8.6513	8.4851	8.0495	8.2944	8.097	8.5038	8.5071	8.6695	8.884	8.542	8.4949	8.27	7.7799	8.5105	8.1952	8.7322	8.5711	8.2875	8.7466	8.812	8.6577
GS1_SS_05748_12643	SCCCCL3001E06.b	.	.	.	.	9.1134	8.8381	9.5209	9.1903	9.4692	9.4357	9.2187	9.5845	9.1365	9.2807	9.8473	9.8575	9.3598	9.2665	9.2626	8.8675	9.2258	9.298	9.4939	9.5969	9.2843	9.3947	9.6935	9.8155
GS1_SS_00916_19267	SCCCLR1001D06.g	.	.	Stress	DNA repair	10.5054	10.2982	10.9365	10.9842	10.7743	11.0893	10.649	10.6501	10.6629	10.7917	10.6591	10.4244	10.8936	10.7931	10.6234	10.8315	10.8044	10.9203	10.8518	10.8586	10.802	10.7161	10.455	10.5186
GS1_SS_03365_04750	SCVPAM1055E11.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 1; AltName:Plenty-of-prolines 101					6.5802	6.865				6.1989	6.6006	6.8219							7.239	6.9558				6.7492
GS1_SS_05744_14417	SCCCCL3001B08.g	.	.	.	.				6.4509	6.0566	6.3706																		
GS1_SS_00913_18831	SCCCRZ2003A07.g	.	.	Protein metabolism	Aminopeptidase M	13.1325	12.7005	13.6413	13.1098	13.2522	13.5131	13.264	13.415	13.3875	13.3315	13.377	13.1262	13.2759	12.7914	12.6043	12.5915	13.3313	13.2755	13.1331	13.358	13.1592	13.1153	13.0985	13.1528
GS1_SS_03363_00710	SCMCRT2085F01.g	.	.	.	Splicing factor, arginine/serine-rich 7	13.0367	12.6257	13.1515	12.9702	12.9047	13.1049	13.2353	13.1851	12.8316	12.915	13.0573	12.9112	12.921	12.5698	12.4277	12.5648	13.0959	13.2478	12.8379	12.9398	13.0801	12.9335	12.8225	12.9297
GS1_SS_05742_02776	SCCCCL3001A01.g	.	.	.	Probable oxalyl-CoA decarboxylase Probable oxalyl-CoA decarboxylase	6.2634			6.6468			6.2203	6.9995		6.36	6.3051	6.4709		6.4207	7.364	7.4749	6.2928	6.3803	6.7561	6.5023	6.7552	6.7457	6.2855	
GS1_SS_03362_16159	SCCCCL3003F06.b	.	.	Receptors	receptor Ser/Thr kinase	8.136	8.5424	8.7405	8.812	8.6679	8.4076	8.3429	8.2054	8.861	8.6527	9.2005	9.4175	8.8772	8.8893	8.3749	8.2987	8.6796	8.419	8.9454	8.7007	8.5148	8.3746	8.9578	9.1328
GS1_SS_00935_14843	SCJFRZ3C01G05.g	Carbohydrate metabolism	.	Cell wall	Alpha-mannosidase (GH family 38)		6.2627	5.8639	5.9388	5.8512	5.8954	6.2463	6.2811	5.4958	5.8964	5.87	5.815	6.1832		6.8298	6.8508	5.7453	5.9393	5.8434	5.9223	6.0081	6.3355	5.8199	5.8236
GS1_SS_05753_12787	SCCCCL3001H02.g	.	.	.	50S ribosomal protein L19-2, chloroplastic;	9.6316	9.6289	10.0098	9.9205	9.8947	10.0267	10.1635	10.2248	9.7797	9.7276	9.9427	10.1549	9.8077	9.5433	9.5139	9.5574	9.8646	10.1758	9.4299	9.6035	9.5822	9.6358	9.8629	9.5636
GS1_SS_03374_12514	SCACLR1057G07.g	.	.	.	Probable small nuclear ribonucleoprotein Sm D1; Sm-D1; snRNP core protein D1	13.0092	12.3347	13.3633	12.461	12.9417	12.7554	13.1475	13.9704	12.9976	13.0959	13.1057	13.686	12.9107	12.4055	12.6222	12.0504	13.2327	13.1462	12.9264	13.1595	13.0716	13.4589	13.2233	12.9102
GS1_SS_00940_09958	SCCCRZ1004H10.g	.	.	.	Protein SEY1	14.3049	14.285	14.3643	14.2471	14.1118	14.0757	14.392	14.282	13.9449	13.9722	14.1464	13.9967	14.1006	14.1671	14.0822	14.0886	14.2566	14.3425	14.0392	14.0974	14.2637	14.2292	13.9308	13.7614
GS1_SS_00917_10502	SCEZRZ3019D08.g	Unknown	uncharacterized	.	.	9.3245	11.0636	9.7167	11.4383	9.2193	7.1585	9.4574	7.2973	8.1614	7.9823	9.5463	6.9039	9.3589	10.6405	9.0307	9.4161	9.4768	7.3454	9.0603	7.3182	9.2867	7.3229	7.7185	9.211
GS1_SS_05750_05622	SCCCCL3001F10.g	.	.	.	Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin Ubiquitin	12.6122	13.3326	12.7871	13.4862	12.5425	12.135	12.8032	12.352	12.3385	12.3358	12.7467	12.5984	12.5246	13.1802	12.4092	12.6115	12.7314	12.4012	12.4977	12.0454	12.6782	12.3179	12.1878	12.4146
GS1_SS_03370_09627	SCVPAM1056A12.g	.	.	.	.	6.21	6.3717	6.9547	6.8962	6.8302	6.6222	6.2561		6.8321	7.0898	7.0436	7.173	6.703	6.7206	7.4701	7.5848	6.6356	6.6759	6.7884	7.0763	6.3455	6.6732	6.508	6.3404
GS1_SS_23554_09041	SCRFFL1033G06.g	.	.	.	.			6.3492	6.4833	6.3235	6.4165			6.3161	6.3129	5.9549	6.1502	6.6857	6.7944					7.1271	6.7701				
GS1_SS_00943_09461	SCRLAM2049E07.g	Unknown	uncharacterized	.	.	7.7982	10.3602	8.1151	10.1059	7.7735		8.1729				7.848		7.6702	8.193	8.3295	8.2444	7.6155		7.5981		7.9394			7.4878
GS1_SS_03386_13268	SCVPAM1056G07.g	.	.	.	UPF0558 protein	10.6915	10.6754	11.3325	11.2026	10.9544	10.9301	10.9164	10.7976	10.9421	11.0328	10.9112	10.9881	10.8755	10.8899	10.2106	10.256	10.9634	10.983	10.7457	10.9619	10.7847	10.7776	10.6238	10.7011
GS1_SS_05759_18064	SCCCCL3002A06.b	.	.	Nucleic acid metabolism	mRNA processing	10.8474	10.4077	11.1945	10.8961	10.9282	11.082	10.9859	11.2186	10.7869	10.9095	11.0672	11.0779	10.8417	10.4948	10.5392	10.4549	11.0107	11.181	10.8429	11.0509	10.9512	11.0346	11.0583	10.9064
GS1_SS_05756_04348	SCCCCL3001H12.g	Others	cytochrome P450 family protein	Stress	Cytochrome P450	8.5509	8.2866	8.9277	8.7034	8.7332	8.9314	8.8783	8.5631	8.6154	8.9932	8.6892	8.966	8.5864	9.2232	8.7985	8.7632	8.6204	8.0773	8.5973	8.2169	8.6894	8.8176	8.5552	8.1696
GS1_SS_03383_10047	SCVPAM1056F06.g	.	.	.	.		6.7809	7.2653	7.3648	6.7031	7.3834	6.2804	6.6383	6.9771	6.9898	7.1696	7.0867	7.327	7.3643	7.4878	7.6026	6.9186	6.9729	7.4334	7.3464	6.6666	6.6425	6.9345	6.8255
GS1_SS_23539_00165	SCBGFL3096D09.g	Unknown	uncharacterized	.	.	7.2469	6.9553	7.6677	7.6376	8.0023	8.1786	7.4237	7.3603	7.9321	7.6908	7.5604	7.3695	7.8497	7.8074	7.7779	7.804	7.5029	7.7059	7.9779	8.0669	7.4916	7.5893	7.3309	7.1088
GS1_SS_25914_10368	SCBGLR1098G09.g	Unknown	.	.	RecName:Arginine/serine-rich protein 45	12.5123	12.4141	12.9299	12.5451	12.7228	12.4689	12.7195	12.9231	12.7125	12.7497	12.9662	13.3222	12.6809	12.4622	12.1798	11.7548	12.7982	12.5081	12.5994	12.6599	12.6799	13.0886	12.9155	12.89
GS1_SS_23545_07109	SCQGFL4072F06.g	.	.	.	.	8.7794	8.8082	9.0623	9.2749	9.0674	9.1167	9.0078	8.9016	8.7875	8.7482	9.0071	9.0037	8.9841	8.9755	9.0723	9.1366	9.1269	9.3282	8.8826	8.8505	9.0388	8.9409	8.7824	8.6351
GS1_SS_25911_00488	SCSFSD2064A08.g	Unknown	uncharacterized	.	.	12.9429	13.8295	13.1572	13.6812	12.7063	12.235	13.0634	11.3366	12.5495	12.4944	12.7815	13.1314	12.681	13.477	12.3521	12.9304	12.7623	12.0326	12.6804	11.6082	12.8428	12.2754	12.2315	12.5281
GS1_SS_23544_11024	SCCCLR1075C07.g	.	.	.	.			5.594	6.2241															6.3087					
GS1_SS_23548_17754	SCJFLR1013A09.g	.	.	Stress	drought and cold response	17.4333	16.7421	17.597	16.8545	17.0086	17.4317	16.985	17.6888	17.2513	16.8252	17.1746	16.6484	17.3495	16.7259	16.9367	16.6803	16.9864	17.0952	16.9376	16.9723	17.038	17.2	16.9838	16.8188
GS1_SS_25918_11173	SCSFSD2066A01.g	.	.	.	.			5.7431							5.7782	6.644		5.8105	6.1353										6.1785
GS1_SS_23547_00446	SCBFRZ2047A01.g	Unknown	Uncharacterized	.	.	8.792	8.7286	8.9636	8.7884	8.7335	8.9427	9.0282	9.1466	8.7123	8.6325	8.7077	8.7752	8.5657	8.6499	8.8977	8.7263	8.8302	8.9636	8.6847	8.8933	8.8524	9.0536	8.7718	8.403
GS1_SS_25919_12261	SCEQSD2076G07.g	.	.	.	.				6.2468	6.1472	6.0212			6.4117	5.8752	6.0951	5.8739	6.1323	5.8639			5.7504	6.0502	6.0552	6.3362	5.7348	5.9266	6.0381	
GS1_SS_23553_02376	SCQGLR1019F04.g	.	.	.	Proteasome activator complex subunit 4; Proteasome activator PA200	13.2361	13.0208	13.0716	12.9506	12.9117	12.8196	13.3805	13.2173	12.8634	12.7745	13.0221	13.1667	12.7917	12.8696	12.8309	12.8026	12.9916	13.1276	12.8339	12.9826	13.1854	13.2245	12.8692	12.814
GS1_SS_25915_05964	SCEZLB1011H05.g	Unknown	uncharacterized	.	.	8.3297	8.7843	8.759	8.8993	8.5539	8.7959	8.5758	9.0805	8.2218	8.2395	8.5296	8.5225	8.285	8.037	8.3568	7.8821	8.4496	8.6738	8.2085	8.1623	8.2495	8.3444	8.2679	8.1633
GS1_SS_23552_10518	SCCCLR1048D04.g	Redox metabolism	transferase	No matches	Probable glutathione S-transferase GSTU1	15.6452	13.4793	15.8036	16.1758	15.3418	16.2005	15.5371	16.6949	14.3195	14.7449	15.7584	13.0001	15.6191	14.2367	15.3152	15.578	15.5134	16.2999	15.4117	15.6628	15.5792	14.2688	14.7568	15.5669
GS1_SS_25907_09630	SCMCSD2063B03.g	.	.	No matches	.	9.1984	9.2834	9.1793	9.3554	9.0734	9.0841	9.132	9.174	8.9835	8.9746	9.3522	9.6258	8.9456	9.2098	9.1788	8.7824	8.7716	8.7328	8.5041	8.4639	8.7136	8.9053	8.9172	8.791
GS1_SS_25908_12945	SCMCSD2063C08.g	.	.	.	.			6.6881	6.0441	6.1255	6.5796			6.8998	5.8848	6.3311	6.6195	7.125	6.0616	7.1378		6.2773	5.5766	6.518			6.0076	5.9169	6.4475
GS1_SS_23538_08321	SCCCLR1076B01.g	Signal Transduction	kinase/phosphatase	.	Mitogen-activated protein kinase 9 (MAP kinase 9)	10.8502	12.2381	10.8106	11.6203	10.622	9.6939	10.9485	9.2852	10.1781	9.8737	10.9334	11.0967	10.5264	11.7744	10.6056	10.9118	10.796	10.4187	10.501	9.3059	10.9104	9.829	10.3049	10.9137
GS1_SS_05768_16350	SCCCCL3002D03.b	Redox metabolism	dehydrogenase	Amino acid metabolism	succinate-semialdehyde dehydrogenase (SSADH1)	10.0095	9.9152	10.3488	9.9839	10.2864	10.1166	10.3393	10.2253	10.5094	10.4707	10.346	10.7941	10.2246	9.9353	9.6363	9.0482	10.2629	9.945	10.0093	10.3834	10.2275	10.3884	10.0449	9.9476
GS1_SS_03398_14323	SCAGLR2033D01.g	.	.	.	RecName:Proline-rich receptor-like protein kinase PERK9; AltName:Proline-rich extensin-like receptor kinase 9; Short=AtPERK9	6.7232	6.5119	7.6139	7.9298	7.1237	7.6211	6.6925	6.7726	7.4775	7.5051	7.2337	7.4319	7.65	7.6848	7.072	6.7103	7.0595	7.3223	7.8938	7.8901	6.9229	6.8184	6.9939	6.9616
GS1_SS_00952_17037	SCBGLR1003C11.g	Carbohydrate metabolism	.	Cell wall	Alpha-mannosidase (GH family 38)	6.3844	6.0624	6.9376	6.1535	6.6726	6.714	6.056		6.7971	6.808	6.7626	6.6212	6.6596	6.5998	6.9218		6.2693	5.9905	6.885	7.0029	6.13	6.58	6.2628	
GS1_SS_00953_17560	SCEZRZ1015C04.g	Pathogen Resistance	.	Pathogenicity	R-genes	12.1006	11.5919	12.6025	12.7173	12.3949	12.8928	12.2603	12.4385	12.0806	12.1497	12.8019	11.9916	12.4686	11.9407	11.9352	12.1733	12.5974	12.9528	12.4601	12.4223	12.3284	12.2278	12.3547	12.8094
GS1_SS_05764_05281	SCCCCL3002B10.b	Others	uncharacterized	.	HD domain-containing protein 2 homolog	7.3248	7.196	7.7515	7.6567	7.3184	7.6775	7.4954	7.2438	7.3139	7.2261	7.3212	7.3374	7.3889	7.218	6.8172	7.1911	7.5747	7.6043	7.0959	7.3729	7.2931	7.0587	7.1064	7.121
GS1_SS_00947_11370	SCRUAD1061D02.b	Unknown	no matches	.		6.6929		7.1087	6.8121	7.0807	7.7463	6.9596	7.2757	7.1959	6.9983	7.1355	7.107	7.0726	6.5951	6.683	6.4959	7.0697	7.4615	6.7967	7.3017	6.6804	7.0066	7.1743	6.6213
GS1_SS_00949_18016	SCSFRT2071E02.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	9.05	9.1556	9.491	9.6614	9.8091	10.1948	9.3066	9.2178	9.5434	9.5661	9.5692	9.2331	9.7922	9.7378	9.1011	8.9207	9.415	9.5754	9.9652	9.8114	9.4284	9.3398	9.0859	9.287
GS1_SS_03391_02201	SCVPAM1057C12.g	Others	uncharacterized	.	Formamidase; Formamide amidohydrolase	7.8476		8.3631	8.0083	8.2455	9.5358	8.0201	9.1244	7.6397	7.5796	8.2869	6.2772	8.1287	6.8065	8.2767	8.1594	8.3017	9.5137	8.17	8.4948	8.1182	7.2671	7.8947	7.9588
GS1_SS_05762_18529	SCCCCL3002B05.b	Hormone biosynthesis	synthase	Hormone related	auxin	7.3638	9.1838	8.158	8.6604	7.7736	6.1493	7.5362	5.9334	7.7579	7.0427	8.1289	8.9603	7.7884	8.2157	7.9835	8.5068	7.8173	6.5724	7.9655	7.1689	7.5544	7.6161	6.8853	7.8531
GS1_SS_00967_03647	SCUTLR2008F10.g	.	.	.	Activating molecule in BECN1-regulated autophagy protein 1	11.6262	11.5877	11.9177	11.7751	11.7763	11.8058	11.9394	11.8664	11.5891	11.7729	11.6706	11.8318	11.659	11.754	11.5263	11.7032	11.8263	11.9368	11.6187	11.719	11.6973	11.7335	11.5415	11.534
GS1_SS_00968_03236	SCRUAD1062F01.g	.	.	.	.	8.2516	8.0963	9.3905	9.3009	9.0904	9.3083	8.234	8.4732	9.1342	9.0086	9.4559	9.6849	9.0752	9.2163	8.5064	8.2535	9.0014	8.9898	9.073	9.1095	8.4406	8.4964	9.171	9.3996
GS1_SS_05770_06505	SCCCCL3002D06.b	.	.	.	.	8.3057	8.7009	8.7873	9.0897	8.6396	8.9366	8.6138	8.505	8.4168	8.3014	9.0531	8.8218	8.5857	8.8073	8.4048	8.5174	8.5197	8.7565	8.5859	8.5409	8.5869	8.1945	8.3966	8.3614
GS1_SS_00955_18974	SCCCCL2001B02.b	.	.	Carbohydrate metabolism	Glyceraldehyde-3-phosphate dehydrogenase	8.6856	8.9859	8.7771	8.9642	8.5609	8.5505	9.1172	9.0618	8.5034	8.6478	8.6961	8.8985	8.5863	8.6285	8.5587	8.4009	8.5862	8.6083	8.7301	8.6308	9.0045	8.9905	8.523	8.5254
GS1_SS_03400_01348	SCVPAM1058B07.g	.	.	.	.	8.4765	8.0516	9.2837	8.8369	9.0187	9.1622	8.7461	9.0583	9.0192	9.0511	9.0822	8.9911	8.8868	8.8207	8.7874	8.7351	9.0754	9.1497	9.1252	9.3229	8.8326	8.9414	9.1944	8.9294
