probe_name	transcript_name	function	structural	category	sub category 1	15S_E1.1.C_C.030409_0.96.c	15S_E1.1.C_C.030409_0.96.t	15S_F1.1.C_C.030409_0.96.c	15S_F1.1.C_C.030409_0.96.t	36S_E1.1.C_C.030409_0.96.c	36S_E1.1.C_C.030409_0.96.t	36S_F1.1.C_C.030409_0.96.c	36S_F1.1.C_C.030409_0.96.t	79S_E1.1.C_C.030409_0.96.c	79S_E1.1.C_C.030409_0.96.t	79S_F1.1.C_C.030409_0.96.c	79S_F1.1.C_C.030409_0.96.t
GS1_SS_05617_15250	SCBFLR1046D03.g	.	.	Ubiquitination	E3	11.6717	11.4233	10.3352	9.8956	11.833	11.5248	10.4834	10.1942	11.5536	11.3119	10.2078	10.1403
GS1_SS_05624_15473	SCSFRT2070A07.g	.	.	Transcription Factor	HLH	9.7691	9.618	12.8226	11.2199	9.9218	9.7035	12.9535	12.5786	9.9067	9.6329	14.4369	12.2405
GS1_SS_05616_17374	SCQSLR1018H02.g	.	.	Stress	Water stress	9.5381	10.3132	15.9759	15.5151	10.3464	9.7809	16.4485	15.1004	8.3541	9.13	14.6467	14.2698
GS1_SS_05613_01418	SCVPAM2067G03.g	.	.	.	Peptide transporter PTR2; Histidine-transporting protein	9.2583	10.4568	7.5918	8.0967	7.7811	9.377		7.2219	8.4544	9.7472	7.0128	8.3097
GS1_SS_05611_10460	SCCCCL4013H08.g	.	.	.	.	10.5024	10.552	8.1728	7.7695	10.9092	11.3304	9.3007	8.9876	8.7904	9.2308	8.0536	7.1181
GS1_SS_05610_10521	SCVPAM2067E05.g	.	.	.	.	11.5586	12.3401	10.2855	10.7845	11.1194	11.8146	8.9665	10.4103	11.0178	11.5108	10.0626	9.833
GS1_SS_03168_01783	SCVPAM1055C06.g	.	.	.	Telomere length regulation protein TEL2 homolog	10.2103	9.8066	7.1444	7.3223	9.9649	9.4762		8.46	9.1857	8.8907	7.2633	7.2499
GS1_SS_00738_19752	SCVPST1062B05.g	AminoAcid and nitrogen metabolism	uncharacterized	Amino acid metabolism	Serpin	14.8189	13.0415	11.5332	9.7467	13.1003	12.1663	10.5267	9.5858	13.4893	11.7535	10.2851	7.7971
GS1_SS_05556_10343	SCJFRZ2005C01.g	.	.	.	Chaperone activity of bc1 complex-like, mitochondrial; Chaperone-ABC1-like; aarF domain-containing protein kinase 3;	9.2143	9.3914	8.1445	8.8106	9.2248	9.3315	10.4062	8.8666	8.1241	8.4881	7.5481	8.4507
GS1_SS_05555_15237	SCQSRZ3038H06.g	.	.	Pathogenicity	R-gene	10.9821	11.1972	11.1204	10.3964	12.1946	11.33	12.0662	11.2053	11.4316	11.6628	12.2473	10.7314
GS1_SS_03166_09562	SCSBAM1085D11.g	.	.	.	.	10.2122	10.291	9.129	8.9868	10.3477	10.3803	10.1929	9.5724	11.829	11.7008	12.2401	11.9081
GS1_SS_00739_13132	SCQSAD1055D07.g	.	.	.	RecName:Uncharacterized GPI-anchored protein At1g61900; Flags: Precursor	11.0192	12.512	8.9578	9.6965	11.7785	12.8566	9.283	10.2203	11.3576	12.8923	9.1551	9.992
GS1_SS_03164_11963	SCVPRZ2039C04.g	.	.	.	Thioredoxin domain-containing protein 9; ATP-binding protein associated with cell differentiation	13.383	13.3891	11.1669	11.087	13.4837	13.9321	11.059	11.8177	13.1533	13.1987	11.2546	11.178
GS1_SS_25718_08268	SCACRZ3033H05.g	Unknown	.	.	.	9.562	9.8766	9.3762	9.7534	10.5828	10.4013	11.1268	10.2293	10.5142	10.5874	10.0338	10.827
GS1_SS_25719_09092	SCBGSD1053F03.g	.	.	.	2-oxoglutarate/malate translocator, chloroplastic;	10.0362	9.5695	10.6902	10.1372	9.8423	9.5489	9.1344	10.3144	10.1024	9.2693	9.8594	9.2214
GS1_SS_25716_09665	SCBGLB2013D11.g	.	.	.	.	6.7091	7.3877	7.4938	7.4799	6.7877	7.9367	7.1435	8.5503			7.0385	6.8924
GS1_SS_25717_04499	SCBGSD1053D01.g	.	.	.	.	6.7004		6.3168	6.6002	6.6527			6.8847	8.2159	8.1143	7.049	7.0094
GS1_SS_25725_08917	SCRFLB2060E04.g	Protein metabolism	oxidoreductase	.	Nucleoredoxin	9.2786	12.7791	9.6298	13.4694	10.1803	13.2028	12.6456	14.1133	9.6146	13.9003	11.077	14.2755
GS1_SS_25726_03414	SCSBSD1055B06.g	Unknown	uncharacterized	.	.	7.7138	7.0818	7.3127	7.246	8.0748	6.6852	8.5514	7.9044	6.9831		6.9664	7.4209
GS1_SS_25722_09520	SCSBSD1054A04.g	.	.	No matches	.					6.499	6.4657			7.3755	7.7431		
GS1_SS_25714_03077	SCJFRZ2033C10.g	Others	C2 domain	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	11.5421	11.0522	11.916	12.0211	12.0096	12.0193	11.5933	12.2607	12.0106	11.9086	11.4662	11.3746
GS1_SS_25715_16053	SCJFRZ2015D05.g	Others	uncharacterized	Secondary metabolism	copper amine oxidase, putative			14.5723	13.5639			13.2231	14.65			14.5481	12.9862
GS1_SS_00743_08174	SCEZAD1C05E07.g	Phorphyrin and chlorophyll metabolism	ligase	.	Magnesium-chelatase subunit H; Mg-protoporphyrin IX chelatase subunit H			7.2924	7.6115	6.1173		8.4123	6.9305	7.4389			6.7298
GS1_SS_03174_13549	SCEQRT2099B09.g	Unknown	uncharacterized	.	.	13.9325	12.5821	8.9232	10.2066	13.5923	12.6158	9.1211	10.5539	14.2034	13.0049	9.2521	10.3507
GS1_SS_05568_09178	SCJFST1017D07.g	.	.	.	ER lumen protein retaining receptor; HDEL receptor; PGP169-12	12.4262	12.9019	11.2589	10.5694	12.8632	12.8934	12.0646	10.9965	12.6567	13.0878	11.0071	11.5917
GS1_SS_05567_14249	SCCCCL3002F09.b	.	.	.	Mediator of RNA polymerase II transcription subunit 25; Mediator complex subunit 25	14.5648	15.2462	13.5409	13.6882	14.5961	15.4187	13.9731	14.1105	14.1003	14.6974	13.348	13.4424
GS1_SS_00745_09058	SCUTST3084B11.g	.	.	.	.	7.2819	7.6451	6.7545	7.0343	7.1547	7.8454	9.6837	8.4723			6.4786	7.1946
GS1_SS_03172_18870	SCCCRT1002A01.g	.	.	Protein metabolism	Importin alpha subunit (Karyopherin alpha subunit) (Serine-rich RNA polymerase I suppressor	12.4811	12.2804	11.1614	11.3377	12.5692	12.35	11.5867	11.6879	11.9465	11.5861	10.9658	10.935
GS1_SS_03171_13199	SCCCCL4002B12.g	.	.	.	39S ribosomal protein L46, mitochondrial; L46mt; MRP-L46;	8.6905	8.8507			8.9292	8.8832		6.658	9.027	8.9008		
GS1_SS_00740_08762	SCQSAD1055D11.g	.	.	.	.	9.6695	10.0605	6.8243	6.6958	9.4613	10.1498		7.6243	9.0087	9.8417	7.2354	6.8977
GS1_SS_00741_02287	SCVPLB1020D08.g	.	.	.	E3 ubiquitin-protein ligase CHFR; Checkpoint with forkhead and RING finger domains protein	13.3193	14.0135	12.6944	13.0196	13.3904	14.0986	14.0797	13.1164	13.2669	14.2462	12.0536	12.4975
GS1_SS_05559_03263	SCEPAM1053B09.g	Signal Transduction	.	.	RecName:Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor	12.591	12.7487	11.0485	11.1356	13.5836	13.2243	12.5653	11.3332	12.3683	12.8188	11.1427	10.5689
GS1_SS_03170_08424	SCSBAM1085G11.g	Others	uncharacterized	.	Protein EXECUTER 1, chloroplastic;	10.946	10.9899	9.214	9.482	11.459	11.553	11.4996	9.56	10.3799	11.0546	8.4335	9.4181
GS1_SS_00750_14905	SCMCAM1101H01.g	.	.	Cell cycle	hit like cell cycle reg	9.9917	11.0206	8.2616	7.924	10.0542	11.5361	8.5576	8.7404	9.4896	10.8426	8.4682	8.2983
GS1_SS_03180_11065	SCJLRT2049E08.g	.	.	.	THO complex subunit 4; Tho4; Ally of AML-1 and LEF-1; Transcriptional coactivator Aly/REF; bZIP-enhancing factor BEF	13.4656	14.2499	12.7068	12.8239	13.7567	14.6178	13.287	13.1309	13.9592	14.7007	13.0574	13.1876
GS1_SS_00751_14080	SCSFAD1122C03.g	.	.	.	Amino acid permease 2 OS=Arabidopsis thaliana GN=AAP2 PE=1 SV=1 	8.1738	8.5329	11.6229	10.7312	9.0283	8.0767	10.5788	10.848	7.6261		11.2818	10.4019
GS1_SS_05571_06870	SCVPAM2063H09.g	Unknown	.	.	UPF0329 protein ECU05_1680/ECU11_0050	12.9291	13.4024	7.5098	7.7946	12.5391	13.524		8.3563	9.9526	11.0889		
GS1_SS_00746_10054	SCCCCL4005F12.g	.	.	.	RecName:Transmembrane protein 192	12.481	13.5532	11.438	11.4588	12.5031	13.1407	11.8126	11.535	12.6736	13.6367	12.9441	12.4411
GS1_SS_03178_05437	SCVPLB1018A01.g	.	.	.	Mitochondrial ubiquitin ligase activator of NFKB 1; E3 ubiquitin-protein ligase MUL1; NF-kappa-B-activating protein 266; Mitochondrial-anchored protein ligase; RING finger protein 218	11.8443	12.1272	10.5844	10.931	11.8717	12.1529	10.7856	10.987	12.0578	12.3882	10.7534	11.4352
GS1_SS_03177_04780	SCSBAM1086D04.g	.	.	.	.	7.1519	6.8385	9.5129	8.9535	6.5422	7.3434	8.3155	9.535			9.201	8.1152
GS1_SS_00748_05585	SCSGRT2066F07.g	.	.	.	Transmembrane protein 165; Transmembrane protein TPARL; TPA-regulated locus protein; Transmembrane protein PFT27	11.5434	11.2253	9.5207	9.1346	11.6862	11.5033	9.8543	9.7078	11.9825	11.6469	9.9886	9.6475
GS1_SS_05569_00694	SCVPAM2063G12.g	.	.	.	.	9.2243	8.6963	6.2889	6.2867	9.4699	9.1354		7.5747	8.8115	8.2606		
GS1_SS_05572_09744	SCCCRZ2002F04.g	Cytoskeleton and vesicle trafficking	protein-protein interaction	.	Clathrin heavy chain	12.5951	12.191	12.6359	12.5529	13.2575	12.843	12.8169	12.9432	12.2232	11.856	12.1765	12.0058
GS1_SS_03187_06138	SCEZRZ1016A01.g	.	.	.	Probable nucleolar protein NOP5-2; Nucleolar protein NOP58-2; MAR-binding NOP56/58 homolog 2	14.2756	14.0286	12.8031	12.6086	14.1797	13.9561	11.1248	13.2978	14.7432	13.7878	13.2592	13.0297
GS1_SS_05578_19435	SCQGRT1040E10.g	Pathogen Resistance	uncharacterized	Pathogenicity	R-gene	8.2279	8.0529	12.7097	8.5969	11.288	8.3998	13.4124	11.2302	9.5769		13.9744	9.079
GS1_SS_05577_12858	SCVPAM2064G04.g	.	.	.	Pentatricopeptide repeat-containing protein At1g74750	9.4115	9.2931	7.0252	7.4148	9.7446	9.8487	7.788	8.4445	9.4556	9.0488	7.145	7.175
GS1_SS_00756_00145	SCCCRZ2004A04.g	.	.	.	.	13.1957	13.3134	11.904	11.512	13.231	13.5996	12.0251	11.7116	13.4832	13.6524	12.0365	11.6483
GS1_SS_03186_17681	SCQGLR2017H08.g	.	.	Transcription Factor	Others	10.5949	9.993	6.5861	6.6594	10.3119	9.5088		7.1964	10.7838	8.7414		7.1065
GS1_SS_03185_18026	SCCCCL4007C09.g	DNA metabolism	uncharacterized	Nucleic acid metabolism	nucleosome assembly	17.1992	14.9729	11.4209	10.6442	17.4073	15.5027	11.3169	11.6856	17.0358	15.341	10.6692	9.8679
GS1_SS_05575_08561	SCCCLR1C02C02.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-glucuronate 4-epimerase	12.5798	12.7575			14.1155	12.517			13.2752	11.914		
GS1_SS_03181_10593	SCBGHR1059F05.g	Unknown	uncharacterized	No matches	.	12.6726	13.0461	12.3042	11.3387	12.6809	12.8651	12.2758	11.3546	12.7439	13.3942	12.5072	11.1504
GS1_SS_05573_06730	SCBFRZ2019A09.g	Unknown	.	.	.	14.3678	15.0517	12.0136	12.2302	14.8241	15.1659	11.415	13.427	14.6405	15.276	13.0538	12.7137
GS1_SS_00752_15697	SCUTLR2030G02.g	Cell wall metabolism	Other glycan degradation	Cell wall	endo-1,4-beta-glucanase Glycosyl hydrolase family 9	12.6728	12.9009	9.3987	9.535	13.2748	12.689	11.4296	10.2302	13.1744	12.219	10.0257	10.0224
GS1_SS_23357_13506	SCBFFL5068B11.g	.	.	.	.	12.6574	13.2245	10.8983	11.3407	13.2207	13.8154	10.8844	11.6036	12.9451	13.8755	11.1676	11.6681
GS1_SS_25734_15387	SCSBSD1058E09.g	Light harvesting	uncharacterized	Photosynthesis	light harvesting			10.6247	12.5455	9.5608		14.9769	9.5815			7.3047	11.2199
GS1_SS_25736_09839	SCUTSD1024C08.g	Unknown	uncharacterized	.	RecName:Putative protein TPRXL	12.2988	11.4966	9.5426	10.6404	13.2094	11.9134	12.7961	11.3855	12.03	11.0834	9.8984	10.9514
GS1_SS_25731_08523	SCRLRZ3113A05.g	Unknown	uncharacterized	.	RecName:CYSTM1 family protein B	6.672	7.0851	11.3435	11.3626	9.5415	7.1525	12.3004	11.7591	9.7691	9.9555	12.3532	11.7837
GS1_SS_23364_03142	SCMCRZ3064E05.g	.	.	.	RecName:Survival of motor neuron-related-splicing factor 30; AltName:Survival motor neuron domain-containing protein 1	13.5893	13.4994	12.2675	12.3654	13.7096	13.6801	12.6913	12.5287	13.7406	13.8615	12.8856	12.7507
GS1_SS_25732_02011	SCJLLR1105A05.g	.	.	.	.	8.7253	9.621	9.7356	10.8614	8.998	9.9863	12.7308	10.7031	8.2752	9.2126	9.3623	10.821
GS1_SS_25746_08827	SCQGST1030G10.g	.	.	.	RecName:Putative protein TPRXL	13.0661	12.5012	10.4757	10.9454	13.143	12.7716	11.1274	11.4471	13.3126	12.8198	10.5943	10.3691
GS1_SS_23367_03219	SCRLAD1040A03.g	.	.	.	Formin-like protein 14; AltName:OsFH14; Flags: Precursor	8.7034	8.5725	7.7469	7.4964	8.5202	8.7474	8.303	7.8089	9.3958	9.346	8.2327	8.0883
GS1_SS_23366_20261	SCQSLB1049D08.g	.	.	Development	development	10.6705	10.7768	10.2895	9.8878	10.9159	11.2952	11.1042	10.7473	11.5326	11.676	11.2331	10.8443
GS1_SS_23369_03944	SCJLRT1021F02.g	.	.	.	.	10.8437	10.0114	9.1197	9.2734	10.7978	10.2843	8.4305	9.3311	11.395	10.6634	8.9998	8.9976
GS1_SS_25739_09642	SCMCSD1059G09.g	Others	Alcohol dehydrogenaseCell wall	.	Alcohol dehydrogenase-like 4	9.3133	8.2659	6.562	6.836	9.2259	7.8279	10.0292	7.584	9.1201	7.8716	7.4155	8.0268
GS1_SS_25728_18440	SCBGSD2049G08.g	.	.	Transporters	Sugar transporters	10.5735	10.7091	13.3386	13.8382	11.6423	10.3489	15.8745	14.4438	10.7691	10.548	13.6141	15.1131
GS1_SS_25729_14516	SCSBSD1056F06.g	Unknown	uncharacterized	.	.	7.6812	7.7544	13.2383	9.1312	7.1615	7.6411	9.401	6.5038	8.5485	8.2083	12.5205	7.8417
GS1_SS_23351_10340	SCEQRT2091D10.g	.	.	.	BTB/POZ domain-containing protein At1g30440	12.9837	13.1732	9.4897	10.333	13.781	14.2866	11.4125	10.9522	13.2792	13.7755	9.6393	10.7813
GS1_SS_23349_01857	SCEQFL5049E03.g	.	.	.	.	12.0621	11.8564	12.7135	12.8603	11.9817	11.9236	13.8209	12.4977	11.2171	10.8058	12.0495	11.8762
GS1_SS_25727_10133	SCSBSD1055D11.g	.	.	.	.	7.7931	7.5159	6.9753	6.9469	7.8384	7.6848	8.0046	7.5197	8.0575	8.0332	7.7023	7.4517
GS1_SS_05584_17809	SCEQAM2038H01.g	Others	uncharacterized	Stress	Water stress	10.8432	12.6177	8.3304	9.4182	13.3073	12.9429	10.1729	10.1958	10.9286	12.8342	9.0132	9.0607
GS1_SS_03193_11496	SCSBAM1087G05.g	Protein metabolism	ubiquitination	.	Ubiquitin carboxyl-terminal hydrolase 12 (Ubiquitin thioesterase 12) (Ubiquitin-specific-processing protease 12) (Deubiquitinating enzyme 12) (AtUBP12)	7.0048			6.2835	8.0915	8.1857	8.223	8.0021	7.027		6.9467	7.2284
GS1_SS_00762_13706	SCAGLR2033D03.g	.	.	.	.	13.1892	12.9884	10.5674	10.5268	12.87	12.8946	9.259	10.7889	13.0999	12.8957	10.2005	9.8084
GS1_SS_03192_03325	SCEPAM2011G01.g	Unknown	.	.	RecName:Uncharacterized protein DKFZp434B061	9.2319	9.3212	8.9295	9.0308	8.9032	8.806	10.008	8.816	9.0611	9.0315	9.4854	10.2633
GS1_SS_05583_03574	SCVPAM2065B01.g	.	.	.	.	9.2845	10.0273	7.0012	6.9168	8.9877	10.0722		7.2597	8.5218	9.527		7.2215
GS1_SS_00763_11676	SCEPLB1043H06.g	.	.	.	.	15.5713	15.5795	12.1373	11.989	16.2375	15.8592	12.6102	12.3297	15.9647	15.5261	12.4643	12.4819
GS1_SS_05582_13838	SCJFRZ1007E03.g	.	.	.	RecName:Inactive rhomboid protein 1; Short=iRhom1; AltName:Rhomboid family member 1	9.8827	10.8894	10.1512	9.7652	11.4275	11.318	11.6148	10.7614	10.8999	10.8076	10.4256	9.321
GS1_SS_00757_20561	SCACCL6007B03.g	.	.	Nucleic acid metabolism	RecName:Translation initiation factor IF-2	12.4366	11.8789	11.6778	11.532	12.6053	12.146	11.8049	11.3505	13.1364	12.5044	11.2637	10.8676
GS1_SS_03190_19788	SCSBAM1087D08.g	.	.	Inositol	inositol phosphatase	11.8708	11.7295	8.7134	8.3549	11.465	11.9845	9.2447	8.7683	11.8144	11.8956	9.9631	9.5209
GS1_SS_03188_01697	SCRFLB1055D11.g	Others	uncharacterized	.	Protein canopy-1 precursor (Protein D121)	13.1207	13.8771	10.652	10.8939	14.4545	14.3566	12.0436	11.0853	13.7855	14.6425	11.5286	11.9986
GS1_SS_05579_12569	SCEQLR1050G12.g	.	.	.	Phosphatidylcholine:ceramide cholinephosphotransferase 2; Sphingomyelin synthase 2	10.3959	9.7768	8.9615	8.8926	9.9779	9.3586	8.9134	8.9692	10.855	10.2901	10.0052	9.7538
GS1_SS_00761_04084	SCAGLB1071A03.g	.	.	.	Cingulin-like protein 1; Junction-associated coiled-coil protein	10.4037	10.7885	10.1699	9.7886	10.5202	10.7526	9.8195	10.3854	10.2657	10.4707	10.3352	10.013
GS1_SS_00771_19441	SCQSAD1056B02.g	Signal Transduction	transcription factor	Transcription Factor	Leucine zipper	9.6607	9.8018	8.8134	8.5891	9.7078	10.206	8.6914	8.9087	8.5371	9.1095	8.6598	8.7108
GS1_SS_03197_08978	SCCCLR1067F01.g	.	.	Stress	.	13.8375	13.266	12.5148	12.8011	14.4138	13.7367	14.4052	13.4105	14.1784	13.2171	12.1777	12.1394
GS1_SS_00764_21538	SCQSAD1058C03.g	.	.	Development	seven in absentia (SINA) family	10.0897	9.9989	10.3522	9.9326	10.9919	10.5235	11.0681	10.1042	11.2075	11.0516	10.445	10.2633
GS1_SS_05585_14173	SCVPAM2065C06.g	.	.	.	RecName:Phospholipase DDHD2; AltName:DDHD domain-containing protein 2; AltName:SAM, WWE and DDHD domain-containing protein 1	11.4585	10.8315	7.6468	7.1271	11.2886	11.0994	7.1951	7.7157	11.3582	10.7825	7.4708	
GS1_SS_00765_11744	SCACCL6006G07.g	.	.	.	Formin-like protein 15; OsFH15;	9.0174	8.3228			8.0515	8.0468			8.2204			
GS1_SS_03195_08289	SCSBAM1088A01.g	Unknown	uncharacterized	.	.	10.6671	9.1576	10.8105	10.1418	9.4734	8.9		10.5168	9.9761	8.4709	10.6042	10.0264
GS1_SS_25693_18364	SCJLRT2051G07.g	Pathogen Resistance	antimicrobial	Pathogenicity	Protease inhibitors			9.3129	8.9931			10.0453	8.8364			9.7314	11.0009
GS1_SS_03127_03549	SCRLAM1013H08.g	.	.	.	116 kDa U5 small nuclear ribonucleoprotein component; U5 snRNP-specific protein, 116 kDa; U5-116 kDa; Elongation factor Tu GTP-binding domain protein 2	9.0977	9.0701		6.5466	9.2667	9.6995			9.0026	9.0725		
GS1_SS_05508_02275	SCUTAM2090C12.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 1; AltName:Plenty-of-prolines 101	6.8556				6.6744	6.3102						
GS1_SS_05502_08889	SCUTAM2089H08.g	.	.	.	.	13.9117	14.4353	12.4453	12.4123	13.7625	14.5213	12.6042	12.8672	13.7614	14.3202	12.9086	12.6969
GS1_SS_25681_05311	SCCCLV1003B03.g	.	.	.	.	14.2754	14.0069	12.4521	12.8293	13.856	14.2418	12.2799	12.9257	14.2993	14.1402	12.3648	12.8764
GS1_SS_25683_12248	SCCCSD2001A06.g	Protein metabolism	transducer	.	Root phototropism protein 2			8.6407	10.8875			13.7326	9.9534			8.2531	10.8626
GS1_SS_25679_12277	SCAGSD2043H11.g	Protein metabolism	Chaperone	.	RecName:Protein GrpE; AltName:HSP-70 cofactor	12.6057	13.4275	11.9026	12.6249	13.8266	13.7496	12.1723	12.4734	12.1842	13.447	11.4626	12.9215
GS1_SS_25688_14535	SCJFRT2059A12.g	.	.	.	HIPL1 protein;	6.8758	6.7417		6.0903	6.9262	7.4326		7.3647			6.4154	6.6382
GS1_SS_25690_13989	SCEPFL3082H03.g	.	.	.	.	9.3474	9.6462	6.7654	6.5114	9.3089	9.9155		7.4825	9.1114	9.3956	7.8194	6.6919
GS1_SS_25684_08436	SCCCSD2001E03.g	Biosynthesis of other Secondary Metabolites	.	.	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase			6.0246		6.3532				7.4113	7.3926		
GS1_SS_25685_11811	SCCCSD2001G01.g	Transport	transporter	.	Nitrate/chlorate transporter	9.891	9.2104	13.764	14.358	11.2193	9.9131	15.3634	15.4813	10.2418	9.7106	13.4283	13.8655
GS1_SS_03146_04416	SCCCCL4011E08.g	.	.	.	WD repeat-containing protein 44	10.5112	10.4358	8.318	8.1212	10.3239	10.1051	9.2929	8.5262	10.2601	9.994	9.1236	8.4042
GS1_SS_03136_17014	SCRLAM1014D07.g	.	.	Protein kinase	.	7.2657	7.0153			7.495	7.9697			7.1332	7.3571		
GS1_SS_05515_19995	SCCCCL3001E09.b	.	.	Carbohydrate metabolism	putative SnRK1-interacting protein 1	16.1718	14.4741	15.0251	15.2909	16.3739	15.167	13.8268	16.1983	16.1746	14.6585	14.8895	14.9069
GS1_SS_03135_09434	SCBFLR1005B07.g	.	.	.	Exosome complex exonuclease RRP43; Ribosomal RNA-processing protein 43; Exosome component 8	10.5112	10.326	9.0837	8.7614	10.5707	10.7957		9.7613	10.441	10.2845	8.7849	7.9951
GS1_SS_05514_17357	SCQGLR1019C06.g	.	.	Transcription Factor	AP2/EREBP	6.3956	7.0884	7.2504	7.3012	6.7994	7.5027	7.6716	7.361	6.876	8.2345	7.862	8.4976
GS1_SS_03133_00292	SCQSLR1018D09.g	Others	serine and sphingolipid biosynthesis	.	Probable serine incorporator	10.9945	11.4621	11.8729	15.3094	10.8502	11.4208	17.1664	13.3199	10.6928	11.0002	11.6584	14.9041
GS1_SS_05511_14099	SCAGLR1043A02.g	Unknown	uncharacterized	.	UPF0496 protein 1 UPF0496 protein 1	10.7654	10.1326	9.4634	8.4421	14.1673	10.5379	10.5523	10.3845	12.7066	10.4782	10.526	7.6535
GS1_SS_05509_21410	SCCCRZ1001F09.g	.	.	Cell cycle	oxysterol-binding protein	14.1704	13.3699	12.3824	12.166	13.9737	13.468	12.2565	12.2121	14.4494	13.8521	12.5529	12.1875
GS1_SS_03128_16546	SCRLAM1014A12.g	.	.	Receptors	receptor Ser/Thr kinase	8.5489	8.3019			8.6975	8.7247			7.8526	7.1684		
GS1_SS_03145_03080	SCQGRT1043H08.g	Signal Transduction	calmodulin-binding	.	Probable calcium-binding protein CML18; Calmodulin-like protein 18	12.7354	12.7626	13.8961	12.4854	14.4449	12.3517	13.8643	13.6628	13.3086	13.1342	14.4126	12.6201
GS1_SS_05524_08323	SCCCAM2C10H04.g	.	.	.	DNA topoisomerase 6 subunit A; AtTOP6A; Protein BRASSINOSTEROID INSENSITIVE 5; Protein ROOT HAIRLESS 2; Meiotic recombination protein SPO11-3; AtSPO11-3	11.5844	9.8826	7.6038	7.3074	10.7835	9.8165		8.3119	10.8077	9.1862	6.8843	7.0138
GS1_SS_03142_12655	SCCCCL3003G05.b	.	.	.	60S ribosomal protein L13-2 (Cold-induced protein C24B)	15.9451	14.8613	14.7439	14.6402	16.0055	15.3238	13.3267	15.4101	16.0149	14.9619	14.3842	14.463
GS1_SS_05522_07672	SCEPLR1051F05.g	.	.	.	.	6.8148	6.7491			6.3586	6.6604			6.97		6.5095	
GS1_SS_03140_14874	SCJFLR1013C05.g	Others	uncharacterized	Secondary metabolism	UbiE/COQ5 methyltransferase family protein	13.3878	13.2169	11.993	11.6237	13.1779	13.2885	11.4722	11.9584	14.1289	14.217	12.686	12.2574
GS1_SS_03138_02123	SCRLAM1014E02.g	Unknown	.	.	Serine/arginine repetitive matrix protein 1	11.6959	10.7935	10.1169	9.5264	11.4795	11.168		10.5842	11.8187	10.9561	10.0396	9.1041
GS1_SS_25711_18032	SCUTHR1065C05.g	.	.	Transcription Factor	zinc finger protein	10.2742	9.6311	6.4967	6.5638	10.1013	8.8999	7.6523	7.5804	10.2683	8.812	7.1828	7.0903
GS1_SS_05530_08852	SCUTAM2114A10.g	.	.	.	.	8.6053	8.5791	6.5344	6.398	9.4468	8.9535		6.6947	7.5337	8.3246	6.8033	6.8077
GS1_SS_03150_14358	SCSBAM1084D01.g	.	.	.	Heat shock cognate 70 kDa protein	12.3346	12.6768	9.9484	10.328	12.564	13.0952	10.5695	11.2771	12.2565	12.9281	10.1747	10.436
GS1_SS_03147_17552	SCRLAM1014H10.g	Oxidative phosphorylation	.	Bioenergetics	aerobic respiration	10.397	10.3248	9.1606	9.1426	11.1633	10.9194	9.8443	9.411	10.1384	10.016	8.5581	9.3658
GS1_SS_00716_01072	SCEZLR1031A02.g	Unknown	.	.	.	5.9742				6.5697	6.5808						
GS1_SS_05528_16607	SCCCRZ2C04C05.g	.	.	G protein	beta	12.8034	13.079	10.1991	10.3744	12.6632	13.6375	10.4357	10.8752	13.2041	13.9191	10.4798	10.9226
GS1_SS_05526_04978	SCEPAM2056E04.g	.	.	.	.	11.8986	12.8953	11.1039	11.3889	12.1638	13.1664	11.8283	11.5937	12.2216	12.7919	11.025	11.3275
GS1_SS_25701_07291	SCQGSD1046A08.g	.	.	No matches	.	7.9826	8.0059	7.3453	7.6032	8.1206	7.6678	9.0693	7.8757	8.6273	8.6014	7.8724	7.945
GS1_SS_25702_12583	SCCCLR2002C01.g	.	.	.	40S ribosomal protein S9-2	14.8186	13.6379	14.2437	14.0507	15.3413	14.5958	12.9493	14.9813	15.3835	14.2939	14.0609	13.6579
GS1_SS_25700_11568	SCQGSD1048E08.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	Glycosyl hydrolase family 1			7.2395	7.516			9.0169	8.2718	7.9196	7.4055	8.1562	8.4798
GS1_SS_25708_01712	SCBGSD1050C08.g	.	.	.	.	7.9608	8.5801	6.9958	7.4221	7.2878	8.3983	8.7327	7.3328	6.573	7.0647	9.2261	9.9052
GS1_SS_25710_01682	SCAGFL1086F07.g	.	.	.	.	10.1212	10.2722	8.7862	8.8591	9.9001	10.93		9.3552	10.3312	10.7277	8.1638	8.0472
GS1_SS_25703_20729	SCBGSD1049B03.g	Unknown	uncharacterized	Unknown protein	Uncharacterized protein LOC284861	6.0836		9.3461	9.0497	9.3895		12.7611	8.769			9.632	9.272
GS1_SS_25704_00761	SCBFSD1034D12.g	.	.	No matches	10 kDa prolamin; Flags: Precursor 10 kDa prolamin; Flags: Precursor	7.0202		6.8346	7.0925	7.0599	7.11	8.1494	7.476	8.0733	8.471	7.595	8.1038
