probe_name	transcript_name	function	structural	category	sub category 1	A1V2E3_0.80.c	A1V2E3_0.80.t	A1V2E5_0.80.c	A1V2E5_0.80.t	A1V2E6_0.80.c	A1V2E6_0.80.t
GS1_SS_19450_00393	SCAGLR1021A01.g	.	.	.	Uncharacterized transporter C22E12.01		7.3552	7.9943	8.1746	7.4724	8.0807
GS1_SS_19452_10064	SCAGSB1088E04.g	.	.	.	.	10.0843	10.5918	11.8496	12.518	11.3398	12.9421
GS1_SS_22018_05658	SCEPAM2054F05.g	Unknown	.	.	.	11.3164	11.3575	12.3552	12.9506	12.6384	12.4731
GS1_SS_22000_08411	SCSGFL4C01G09.g	.	.	.	RING-H2 finger protein ATL3C	7.6746	7.2256	8.4736	8.7487	9.2294	7.6295
GS1_SS_19435_08455	SCRLLR1016A07.g	.	.	.	.	7.3927	7.1576	7.3845	8.697	8.6315	7.0614
GS1_SS_19437_09171	SCAGSB1086A03.g	RNA metabolism	.	.	Mediator of RNA polymerase II transcription subunit 6; Mediator complex subunit 6	10.8931	11.3311	13.4411	13.876	12.9244	13.8999
GS1_SS_22009_15894	SCEZRZ1017B09.g	.	.	Protein metabolism	Cyclophilin (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	11.3705	11.2774	13.8515	13.7359	13.9709	13.3981
GS1_SS_19440_11634	SCCCCL3002C12.b	.	.	.	Reticulon-3	12.5466	12.377	13.8388	15.5902	13.7528	16.0921
GS1_SS_22008_13962	SCCCCL3001D08.g	Signal Transduction	transcription factor	.	MORC family CW-type zinc finger protein 3; Zinc finger CW-type coiled-coil domain protein 3	9.7271	8.9589	10.3524	10.759	10.2886	9.462
GS1_SS_19442_11630	SCCCCL3120F04.g	Others	uncharacterized	.	Protein WAX2; Protein YORE-YORE; Protein FACELESS POLLEN 1	10.4763	8.4402	10.523	12.7172	10.2407	13.1422
GS1_SS_22013_12257	SCUTSB1030B12.g	Cell wall metabolism	Polysaccharide biosynthesis	Cell wall	Glycosyl transferase family 2 (Putative xyloglucan glycosyltransferase; cellulose synthase-like CSL)	10.2458	9.7578	11.5452	10.3899	11.6686	10.3144
GS1_SS_22011_15998	SCQSFL3031C01.g	.	.	Transcription Factor	zinc finger protein	12.1014	12.2127	11.3096	11.2361	11.3903	10.9613
GS1_SS_19444_13016	SCRFAM2073D03.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	9.6184	9.5489	11.0761	11.4203	11.4786	11.2354
GS1_AS_21374_15488	SCCCCL4009F05.g	Cell wall metabolism	cell wall differentiation	Cell wall	Beta-xylosidase/alpha-L-arabinofuranosidase (GH family 3)	7.5058	7.94		11.5523	8.5989	13.2975
GS1_AS_21395_04312	SCJFFL1C08H12.g	.	.	.	.			6.7712	6.2292		
GS1_AS_21403_20240	SCCCCL4015H08.g	.	.	Cell cycle	ras p21	7.1448	6.758	7.411	7.9557	7.5786	7.4346
GS1_AS_21407_20954	SCSGST3121C06.g	.	.	Development	transcriptional adaptor			6.9244	6.506		
GS1_SS_19466_04629	SCEZSB1090C08.g	Unknown	uncharacterized	.	.	8.3308	8.798	10.1508	10.5562	9.5434	11.1707
GS1_SS_22037_18218	SCSGFL4C04C11.g	.	.	Cell cycle	LlFtsZ protein	7.2074	6.6989	7.6559	7.9303	7.2394	7.5109
GS1_SS_19454_11152	SCRLFL1007D03.g	.	.	.	.	8.0002	7.6436	7.1342	7.2095	8.8301	7.137
GS1_SS_19455_04595	SCCCLR1080E07.g	.	.	.	Heat shock 70 kDa protein, mitochondrial;	11.8749	11.5545	14.2378	12.8472	12.825	12.6221
GS1_SS_22024_07517	SCQGLB1040H06.g	.	.	.	Cell wall integrity protein scw1 (Strong cell wall protein 1)	11.1349	11.0531	12.5464	12.9764	12.1069	13.1405
GS1_SS_22031_19152	SCEPLR1051A10.g	.	.	Transcription Factor	homeobox	9.2778	8.694	10.6204	10.9067	10.8679	9.9894
GS1_SS_19458_02122	SCCCLR1001B09.g	.	.	.	F-box/Kelch-repeat protein At1g30090	11.5921	11.4944	12.8814	13.3972	12.9762	13.3032
GS1_SS_22027_04401	SCBGFL4055A01.g	.	.	.	.	6.6774	7.0328	7.0581	7.6485	6.8428	
GS1_SS_22035_10147	SCCCCL3004C03.b	.	.	.	Pre-mRNA-processing factor 39; PRP39 homolog	11.0046	11.3696	12.6636	12.945	12.3889	12.7494
GS1_SS_22034_02529	SCSFAM1074E12.g	.	.	.	Uncharacterized protein ycf22	11.0359	11.297	12.7755	12.6154	12.239	12.5792
GS1_SS_19463_14384	SCEPCL6021C10.g	.	.	.	.	8.0608	8.4877	8.7419	9.5279	8.2582	9.5896
GS1_SS_01986_15264	SCEPAM1021H07.g	Redox Metabolism	Multicopper oxidase	Carbohydrate metabolism	.	7.3477	7.2035	9.9722	8.1206	8.7274	8.6464
GS1_SS_01987_13511	SCEPAM1021H08.g	.	.	.	UPF0554 protein	10.3822	10.4167	11.0576	10.7459	11.1184	10.013
GS1_SS_01982_08238	SCSBRZ2021E02.g	.	.	.	Pentatricopeptide repeat-containing protein At1g60770	7.8119	7.6985	10.228	8.5768	9.0769	8.3033
GS1_SS_01983_12769	SCCCCL3001H10.b	.	.	.	RecName:Translocon-associated protein subunit beta; Short=TRAP-beta; AltName:Signal sequence receptor subunit beta; Short=SSR-beta; Flags: Precursor	9.88	9.7053	11.9509	12.1246	12.2926	12.1678
GS1_SS_01991_16034	SCCCCL6004A11.g	.	.	Protein kinase	RLCK	8.2591	8.663	10.1484	11.473	10.2716	11.2764
GS1_SS_01988_14366	SCEPAM1021H11.g	Unknown	Uncharacterized	.	Rubredoxin; Rd	14.3015	14.2607	14.9225	13.7162	15.5647	10.7275
GS1_SS_01990_03904	SCEPAM1022B03.g	Unknown	Uncharacterized	.	RecName:Leucine-rich repeat extensin-like protein 3; Short=AtLRX3; Short=LRR/EXTENSIN3; AltName:Cell wall hydroxyproline-rich glycoprotein; Flags: Precursor	8.0242	8.9878	11.2779	7.2175	9.8568	
GS1_SS_01975_14065	SCEPAM1021C11.g	Unknown	uncharacterized	.	.	11.3623	10.9608	11.9228	14.0166	11.5096	13.242
GS1_SS_22290_08000	SCCCLB1024D10.g	Unknown	no matches	.	.	9.4377	9.4653	9.0478	11.1049	10.5473	11.7283
GS1_SS_24691_11729	SCRLLB2031A09.g	DNA metabolism	RNA biding protein	.	FUS-interacting serine-arginine-rich protein 1; TLS-associated protein with Ser-Arg repeats; TLS-associated protein with SR repeats; TASR; TLS-associated serine-arginine protein; TLS-associated SR protein; 40 kDa SR-repressor protein; SRrp40; Splicin	9.3809	9.8129	10.6432	10.7664	10.6791	11.4884
GS1_SS_24690_01850	SCRLLB2031A07.g	.	.	.	.	6.8033	6.5605	7.8032	7.5756	7.2425	6.9165
GS1_SS_22291_14920	SCUTHR1065C09.g	Others	.	Cell cycle	Syntaxin-related protein KNOLLE (Syntaxin 111) (AtSYP111)		7.0451	10.1267	7.7754	8.8416	6.458
GS1_SS_02114_12033	SCCCLR1C10C04.g	.	.	.	F-box/Kelch-repeat protein At1g22040	13.097	13.0789	13.1793	14.9057	14.0811	14.804
GS1_SS_24679_03252	SCSBLB2039A02.g	.	.	.	ADP-ribosylation factor 1; 13 kDa cold-induced protein	7.06	7.2404	8.0583	8.8909	8.7564	9.2046
GS1_SS_24682_03003	SCAGFL8004D04.g	.	.	.	DEAD-box ATP-dependent RNA helicase 24	8.045	8.092	9.5199	10.1225	9.4037	9.7477
GS1_SS_22281_13765	SCJFRZ2007B10.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17			7.0478	8.0952	7.1379	9.2182
GS1_SS_22277_09553	SCSBAM1085F08.g	.	.	.	.	7.6595	7.9758	8.4809	9.4512	8.5566	9.4908
GS1_SS_22284_09881	SCBFLR1026D12.g	.	.	.	Signal peptidase complex subunit 3B; Microsomal signal peptidase 22 kDa subunit; SPase 22 kDa subunit; SPC22	11.4533	11.2556	13.0915	12.3817	12.4351	12.6388
GS1_SS_24684_10754	SCEQLB1064C05.g	.	.	.	.	8.5975	8.4234	10.986	9.7244	9.9673	9.1044
GS1_SS_22283_05680	SCRLSB1041A05.g	Unknown	uncharacterized	.	.	11.8778	11.7379	12.0295	14.6181	12.949	16.2683
GS1_SS_22286_14422	SCBFFL5072B07.g	.	.	.	Putative tRNA pseudouridine synthase Pus10; tRNA pseudouridine 55 synthase; Psi55 synthase; tRNA-uridine isomerase; tRNA pseudouridylate synthase; Coiled-coil domain-containing protein 139	7.7456	7.353	9.1078	7.9646	8.5257	7.7211
GS1_SS_24689_14078	SCRLLB2031A02.g	Unknown	uncharacterized	.	RecName:Ribonuclease II, chloroplastic/mitochondrial; Short=AtmtRNaseII; Short=RNase II; AltName:Protein EMBRYO DEFECTIVE 2730; AltName:Ribonucleotide reductase 1; Flags: Precursor	7.7107	8.2504	8.1137	9.1088	8.5482	8.9128
GS1_SS_24688_11298	SCCCRZ2002C03.g	.	.	.	Uncharacterized protein At2g40430	7.7982	7.6443	9.7945	9.3994	9.3352	9.1342
GS1_SS_02132_07014	SCEQAM1036H02.g	.	.	.	.			6.9708	7.1798		6.7092
GS1_SS_02122_15843	SCEQAM1036A06.g	Carbohydrate metabolism	Sucrose/trehalose/sorbitol and other mono/oligosaccharides	Cell wall	sucrose-phosphate synthase	13.1038	13.1641	12.2421	13.1175	14.4543	10.5993
GS1_SS_02123_09156	SCBFLR1026C12.g	.	.	.	RecName:Uncharacterized histidine-rich protein DDB_G0274557; Flags: Precursor	12.4063	11.4523	14.3888	11.6724	13.3162	11.1877
GS1_AS_21914_02659	SCRUFL1021G02.g	.	.	.	.			6.502	6.4093		
GS1_AS_21926_16661	SCJLRT1017B11.g	.	.	Protein kinase	MAPK/MAPKK/MAPKKK	6.7274	6.6754	6.6327	7.3628	7.257	7.2387
GS1_SS_02129_08714	SCCCRT2001F01.g	.	.	.	RecName:NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	13.0337	12.8673	14.1962	14.186	14.3856	14.1752
GS1_SS_02130_13438	SCBGLR1027E10.g	.	.	.	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; 3-hydroxyisobutyryl-coenzyme A hydrolase; HIB-CoA hydrolase; HIBYL-CoA-H;	11.1039	10.7782	12.8361	13.0724	12.2493	12.3511
GS1_SS_02128_06038	SCRLAM1005F10.g	Others	.	.	Pentatricopeptide repeat-containing protein At1g09900	7.5389	8.1223	9.2252	9.1464	9.0008	8.5802
GS1_SS_22309_06830	SCQGAM2108B09.g	.	.	.	Myosin IH heavy chain	11.8188	12.1176	12.4814	13.4995	12.7132	13.5697
GS1_SS_19721_03780	SCCCRZ1001F07.g	.	.	.	Uncharacterized RNA-binding protein C23E6.01c	8.0535	8.2443	10.2718	10.0042	9.9338	10.2911
GS1_SS_24712_17697	SCEQRT2095E01.g	Signal Transduction	transcription factor	Transcription Factor	homeobox	13.5966	12.9336	16.5234	14.1867	15.0751	14.6891
GS1_SS_19722_01174	SCEQRT1030E01.g	.	.	.	DUF246 domain-containing protein At1g04910	9.4156	9.4704	10.6711	10.3107	10.5739	9.1725
GS1_SS_19723_00266	SCCCLR1077D07.g	Unknown	.	.	.		7.6653	10.1606	9.4229	8.3523	9.1419
GS1_AS_35264_20205	SCBFAD1088C06.g	.	.	Protein kinase	RLCK	10.6716	10.862	12.7593	12.7519	12.6849	13.0777
GS1_SS_22294_12650	SCCCCL7002G02.g	.	.	.	.	7.4961		9.9887	8.2207	8.6632	7.5873
GS1_SS_22292_14586	SCRUFL3069F07.g	Unknown	no matches	No matches				6.4781	6.9915		6.72
GS1_SS_19713_17588	SCEZHR1087F06.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	coniferaldehyde/ferulate 5-hydroxylase	11.2078	10.8332	12.3102	12.7748	11.7983	12.6024
GS1_SS_22298_13875	SCMCST1049G09.g	.	.	.	Isoamyl acetate-hydrolyzing esterase 1 homolog	11.3018	11.1395	12.479	12.2998	12.0707	12.172
GS1_SS_19714_13176	SCRFAD1023A01.g	.	.	.	Serine carboxypeptidase 1 precursor (Serine carboxypeptidase I) (Carboxypeptidase C) [ Serine carboxypeptidase 1 chain A (Serine carboxypeptidase I chain A); Serine carboxypeptidase 1 chain B (Serine carboxypeptidase I chain B)]			8.6464	8.1103	7.738	9.0283
GS1_SS_24700_07629	SCRLLB2031D03.b	.	.	.	.	12.267	12.5039	13.9849	14.7031	14.2796	14.8934
GS1_SS_22297_14025	SCEZAM1080E12.g	.	.	.	Methionyl-tRNA synthetase; Methionine-tRNA ligase; MetRS	11.1482	11.2492	13.3331	11.8736	12.8405	11.5741
GS1_SS_19715_00763	SCCCRZ2C03A08.g	Unknown	no matches	.		8.1151	8.7986	7.8805	8.6126	8.8299	8.8531
GS1_SS_24699_17354	SCSFST1067A07.g	.	.	Protein phosphatase	serine/threonine PPM family	11.6932	12.3171	13.0433	13.7622	13.2331	13.8764
GS1_SS_24702_02886	SCQGST3122E02.g	Transport	Transporters	.	Sulfate transporter 2.1; AST68	6.9839		8.747	8.4641	8.0913	8.6254
GS1_SS_19716_03051	SCAGCL6016H11.g	.	.	.	Transcription initiation factor TFIID subunit 5; Transcription initiation factor TFIID 100 kDa subunit; TAF(II)100; TAFII-100; TAFII100	7.8745	8.0246	9.9312	9.9882	9.4925	9.0058
GS1_SS_24701_12118	SCCCFL5057B05.g	.	.	.	Uncharacterized membrane protein At1g06890	11.6096	11.6505	13.0308	13.2169	13.1974	12.8839
GS1_SS_22299_07710	SCCCLR1C01E09.g	Others	uncharacterized	.	Putative ribosomal RNA methyltransferase 1; rRNA (uridine-2-O-)-methyltransferase	9.0686	9.0794	10.0642	10.116	10.3026	9.5343
GS1_SS_19718_07215	SCRFAD1023D02.g	.	.	.	.	7.4496		10.2397	9.5567	9.4278	9.157
GS1_SS_19719_14136	SCQGHR1014G05.g	.	.	.	Non-imprinted in Prader-Willi/Angelman syndrome region protein 2 homolog	9.6702	10.2928	10.0057	11.6607	11.6078	11.5319
GS1_SS_24710_10048	SCRLLB2034A02.g	.	.	.	.	6.7777	6.7111	7.4095	7.9223	7.7572	8.5448
GS1_SS_24703_19699	SCCCLB1004C12.g	.	.	Protein metabolism	Glutamyl-tRNA synthetase (EC 6.1.1.17) (Glutamate-tRNA ligase) (GluRS)	11.1688	11.4158	13.5343	12.8133	12.5721	13.3229
GS1_SS_19720_12440	SCQSRT2036A03.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	Galactosyltransferase	8.2219	8.7659	10.7668	10.2584	9.6108	9.2431
GS1_SS_02144_18497	SCCCLB1003B08.g	.	.	Amino acid metabolism	3-phosphoshikimate 1-carboxyvinyltransferase	12.1149	11.9704	13.8963	13.8841	13.643	14.203
GS1_SS_02139_20473	SCQGLR2032B05.g	.	.	Carbohydrate metabolism	short chain alcohol dehydrogenase (GIN1)			6.7146	6.6123		7.0939
GS1_SS_02140_13252	SCEQAM1037C08.g	.	.	.	Anthocyanin 5-aromatic acyltransferase; 5AT	10.648	10.8706	11.8414	11.7025	11.868	10.6548
GS1_SS_02156_10829	SCEQAM1038H06.g	.	.	.	Uncharacterized aarF domain-containing protein kinase At5g05200, chloroplast precursor	7.3283	7.7478	8.7733	10.1759	8.7021	9.3379
GS1_SS_02157_11793	SCJLAM2091B03.g	.	.	.	AT-rich interactive domain-containing protein 2; ARID domain-containing protein 2; BRG1-associated factor 200; BAF200; Zinc finger protein with activation potential; Zipzap/p200	9.9216	10.2846	10.3072	11.0101	11.8687	8.9551
GS1_SS_02148_06704	SCCCRZ1C01B10.g	Others	uncharacterized	.	Ankyrin repeat, PH and SEC7 domain containing protein secG			8.1089	6.9284		7.6929
GS1_SS_02154_16480	SCEZLR1009F03.g	.	.	Nucleic acid metabolism	DNA replication	7.7726	7.6436	9.2323	9.1628	9.4169	8.3049
GS1_SS_24657_09146	SCSFRT2071G12.g	.	.	.	RecName:5'-adenylylsulfate reductase-like 3; AltName:Adenosine 5'-phosphosulfate reductase-like 3; Short=APR-like 3; Short=OsAPRL3; Flags: Precursor	8.5468	8.5285	10.022	9.3214	9.5348	9.3299
GS1_SS_22248_11372	SCEPCL6021H11.g	.	.	.	Syntaxin-81; AtSYP81	10.1894	10.1647	11.888	12.4131	11.4474	12.5229
GS1_SS_24660_02672	SCPILB2021G03.g	.	.	.	Polygalacturonase inhibitor 3; PGIP-3; Polygalacturonase-inhibiting protein; PGIP-2;	6.4572	6.5324		6.9547	8.3687	
GS1_SS_22250_03336	SCEZLB1011E11.g	.	.	.	.	10.2988	10.2287	11.4585	11.4453	11.3652	11.4397
GS1_SS_22249_11464	SCJFLR1013E09.g	.	.	.	Mitochondrial import inner membrane translocase subunit TIM44;	7.7401	8.0057	9.3643	9.649	9.2665	10.4113
GS1_SS_22251_14842	SCCCCL4002H05.g	.	.	Protein kinase	MAPK/MAPKK/MAPKKK	7.58	7.6842	9.7488	10.8833	9.5081	10.8143
GS1_SS_24647_08488	SCJFRT1010C05.g	.	.	.	.	10.1839	10.1594	11.0735	11.7413	11.1113	11.6172
GS1_SS_22238_09252	SCRLFL3004A12.b	Unknown	uncharacterized	.	.	11.7537	11.4877	12.7762	12.6539	13.0005	12.9739
GS1_SS_24635_13898	SCEQLB2018A05.g	Unknown	uncharacterized	.	.	10.0869	9.9802	10.7872	12.0084	11.1963	12.1726
GS1_SS_22240_12373	SCRLFL3004B11.b	.	.	.	.	12.2757	12.4198	13.0246	12.3712	13.3483	11.9048
GS1_SS_24651_10663	SCEPCL6019A06.g	.	.	.	Prolyl endopeptidase; PE; Post-proline cleaving enzyme	6.6724	6.803	9.4031	9.9818	9.4094	9.8514
GS1_SS_22239_18193	SCCCHR1003B09.g	.	.	Transporters	Transportin	12.0837	12.3116	13.6643	13.752	13.3865	13.7441
GS1_SS_24654_13296	SCRLSB1042E12.g	.	.	.	.			7.1588	8.2964	7.8829	8.3068
GS1_SS_22244_12036	SCCCLR1070A09.g	.	.	.	RecName:Epstein-Barr nuclear antigen 1; Short=EBNA-1; Short=EBV nuclear antigen 1	11.7803	12.0274	14.7903	14.8357	14.2107	14.9049
GS1_SS_22241_09821	SCRLFL3004C04.b	Unknown	uncharacterized	.	.	11.3658	10.7244	10.9894	11.7509	11.2891	11.7062
GS1_SS_24652_03328	SCEPCL6029B05.g	.	.	.	Serine/arginine repetitive matrix protein 1; AltName:Plenty-of-prolines 101	7.5109	7.5423	8.3011	8.3621	7.8586	7.4896
GS1_SS_02092_03297	SCEPAM1053F08.g	Protein metabolism	.	.	Ribosomal protein S3, mitochondrial	10.5923	10.2728	9.7854	9.8205	9.164	9.8824
GS1_SS_02073_08230	SCBGLR1099F11.g	.	.	.	.	11.6564	11.5173	12.619	12.0317	12.3843	11.7519
GS1_SS_02074_05038	SCVPRT2074G06.g	Unknown	.	.	.	10.8877	10.9905	12.1571	12.5349	12.0331	12.6651
GS1_SS_02087_14701	SCMCRT2105F02.g	Signal Transduction	transcription factor	Transcription Factor	MYB-like protein			9.8563	10.5678	10.2747	13.1761
GS1_SS_02084_20718	SCEZLR1031F04.g	Signal Transduction	transcription factor	Transcription Factor	bZIP	8.8008	8.5564	9.6179	12.7855	9.6193	12.6839
GS1_SS_02086_18977	SCEPLB1044E03.g	.	.	Transporters	Nucleoside transporter (Nucleoside_tran)	10.9681	10.7421	13.3307	13.4889	12.219	15.1772
GS1_SS_22268_13525	SCRLFL3006B12.g	Others	uncharacterized	.	OPA3-like protein			6.3788	7.1398		
GS1_SS_22265_12837	SCCCCL4015G12.g	.	.	.	Coatomer subunit zeta-1; Zeta-1-coat protein; Zeta-COP 1; Zeta1-COP	12.9264	12.8998	14.4162	15.0215	14.242	15.4235
GS1_SS_24673_01388	SCRLAD1140G07.g	.	.	.	.			8.0109	8.1906	7.7227	6.8986
GS1_SS_22275_14223	SCCCHR1004H06.g	.	.	.	Protein GDAP2 homolog	13.1937	12.9273	14.0135	13.93	14.2105	13.7507
GS1_SS_24676_12179	SCVPLB2C03D02.g	Unknown	uncharacterized	.	.	7.266	7.3331	8.6085	9.1458	8.6987	8.1842
GS1_SS_24661_18645	SCBGLB2015F04.g	.	.	Pathogenicity	R-gene		6.5133	7.2377	7.9308	7.1553	7.1333
GS1_SS_22256_09428	SCRLFL3005B08.g	.	.	.	Uncharacterized protein At5g03900;	10.6131	11.3611	12.1388	12.3874	12.3902	11.0679
GS1_SS_22252_01234	SCSBST3094H04.g	Unknown	uncharacterized	.	.	8.9252	8.9489	10.484	10.6601	10.4814	11.0958
GS1_SS_24662_01011	SCEPAM1108D07.g	Transport	Membrane transporter	.	ABC transporter	9.2302	8.9884	11.4949	9.9185	10.5783	7.7073
GS1_SS_22259_18947	SCJFRZ2033B01.g	Transport	transporter	Transporters	Sugar transporters	9.7246	9.7974	11.4068	11.525	11.621	13.0405
GS1_SS_22263_08222	SCSFSB1101H12.g	RNA metabolism	.	.	Splicing factor, arginine/serine-rich 2; Splicing factor SC35; SC-35; Splicing component, 35 kDa	8.1299	7.3617	10	8.1482	8.9278	7.1755
GS1_SS_22260_15423	SCVPLR1049G02.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.9637	11.9971	14.8986	14.2341	13.7436	14.5908
GS1_SS_24670_14437	SCSGAM2103F11.g	.	.	.	Heparanase-like protein 1;		6.9005	9.7964	7.6881	9.2369	9.0494
GS1_AS_34579_17970	SCBFST3135A11.g	.	.	Development	development			6.8614	7.2197	7.1464	6.7237
GS1_SS_02109_05764	SCQSLR1090B12.g	Unknown	uncharacterized	.	.	7.7822	7.6743	8.6694	7.9736	8.8895	7.7775
GS1_SS_02100_12988	SCEPAM1054A03.g	Carbohydrate metabolism	.	Cell wall	Glycosyl transferase family 8 (cell wall metabolism, starch metabolism or  lipopolysaccharide biosynthesis)	6.4421		8.563	7.6505	7.8579	6.6548
GS1_SS_02103_17384	SCBGLR1023D05.g	Pathogen Resistance	others	Pathogenicity	RecName:Protein LSD1; AltName:Protein LESION SIMULATING DISEASE 1; Short=OsLSD1; AltName:Putative zinc finger LSD1	14.6929	14.4237	16.1914	14.0835	17.1261	13.826
GS1_SS_02104_14142	SCEPAM1054C02.g	.	.	.	Asparagine synthetase domain-containing protein 1	9.0435	9.1395	10.4915	10.1852	9.9795	9.1819
GS1_SS_02105_12423	SCCCLR2C03A10.g	Protein metabolism	ubiquitination	.	RING-H2 finger protein ATL4L; RING-H2 zinc finger protein RHA3b	8.6495	9.0964	11.5016	11.1125	9.7003	11.2185
GS1_SS_24615_06362	SCJLRT1020F03.g	Others	uncharacterized	.	rRNA 2-O-methyltransferase fibrillarin 2 (Fibrillarin-like protein 2)	6.7213		10.4772	8.3442	8.4984	7.6566
GS1_SS_24614_11000	SCEZRZ1017F05.g	.	.	.	RecName:Uncharacterized protein BHLF1	12.8078	12.3608	14.9957	13.0341	13.3511	13.2119
GS1_SS_24617_09612	SCJFRT2060A08.g	.	.	.	RecName:HUA2-like protein 3	9.7806	10.0243	10.2295	10.2351	10.1647	10.7207
GS1_SS_24621_14327	SCCCCL5004H06.g	.	.	.	Uncharacterized protein ZK686.3	10.2589	10.6515	12.2024	12.547	11.6353	12.7039
GS1_SS_24619_02756	SCACHR1037A09.g	Unknown	.	.	Uncharacterized membrane protein At4g06598	10.6901	10.7268	10.3034	11.0913	12.2392	10.0772
GS1_SS_24607_11961	SCRLLB2032H11.g	.	.	.	.	8.0869	7.85	9.9676	10.5745	9.8921	10.2635
GS1_SS_24613_03160	SCJLRT2051G02.g	.	.	.	.	8.0819	7.4492	9.961	9.0232	8.9941	8.5782
GS1_SS_24610_11320	SCBGLB2011F08.g	Unknown	uncharacterized	.	.	7.1814	7.6454	7.6049	9.59	7.7775	10.0524
GS1_SS_02048_07992	SCCCLR1080G03.g	Others	uncharacterized	.	Putative nuclease HARBI1; Harbinger transposase-derived nuclease	12.3619	12.652	13.3066	12.7132	14.184	12.3067
GS1_AS_33116_16470	SCRFRZ3056G07.g	.	.	Transcription Factor	Zinc finger proteins	6.6151	7.0275	7.4335	7.4489	6.9911	7.1353
GS1_SS_02049_20399	SCEPAM1050H08.g	.	.	Stress	DNA repair			6.2136	6.7031		
GS1_SS_02045_18119	SCEZLB1012H08.g	.	.	Stress	response to pest/pathogen/parasite	10.7971	10.5365	12.8225	12.2629	11.8731	11.5058
GS1_SS_02033_04411	SCEZLR1052F03.g	Unknown	uncharacterized	.	RecName:Heavy metal-associated isoprenylated plant protein 26; Short=AtHIPP26; AltName:Farnesylated protein 6; Short=AtFP6; Flags: Precursor			7.0051	7.1032		7.6334
GS1_SS_02036_11692	SCBFLR1039G02.g	Signal Transduction	.	.	Serine/threonine-protein kinase 36; Fused homolog	8.4515	8.8255	10.0365	10.3569	9.578	9.9234
GS1_SS_02042_14306	SCCCLB1002B04.g	.	.	.	Major facilitator superfamily domain-containing protein 5			7.4877	7.4887	7.0465	7.5434
GS1_SS_02034_17140	SCEZLB1013D09.g	.	.	Nucleic acid metabolism	RecName:Serine/arginine repetitive matrix protein 2	17.1585	17.0849	17.853	16.9934	17.8408	17.0828
GS1_SS_02035_15470	SCCCCL1002F12.b	Lipid metabolism	Reductase	Lipid, fatty-acid and isoprenoid metabolism	Enoyl-[acyl-carrier protein] reductase [NADH], chloroplast precursor (EC 1.3.1.9) (NADH-dep	10.9103	9.9656	11.4431	11.2457	11.1038	10.614
GS1_SS_24629_14833	SCVPCL6046A02.g	Protein metabolism	heat-shock protein	Stress	response to stress	11.7349	11.5833	13.9267	16.0613	12.9455	16.9755
GS1_SS_24628_07849	SCEQLB2016C02.g	.	.	.	RecName:Fibroin heavy chain; Short=Fib-H; AltName:H-fibroin; Flags: Precursor	7.1823	7.2627	8.7377	8.4609	8.6692	8.9993
GS1_SS_24632_10801	SCEQLB2017D06.g	.	.	.	.			6.0093	6.9814		
GS1_SS_24624_11671	SCBGLB2015F08.g	.	.	.	.	10.4643	10.2896	11.3689	12.2378	11.5514	12.2671
GS1_SS_24623_04540	SCBGLB2015A10.g	.	.	.	Meiotically up-regulated gene 71 protein	6.5953	6.7335	8.3468	8.6877	8.5517	7.8628
GS1_SS_24627_21630	SCEQLR1092H10.g	Signal Transduction	kinase/phosphatase	Carbohydrate metabolism	SIP homologue (AKIN gamma)	10.8112	10.4582	13.462	13.8168	12.0372	13.7512
GS1_SS_24625_12163	SCQSAD1056A04.g	.	.	.	GRAM domain-containing protein 3	8.0042	7.9007	10.2965	10.3542	10.2843	10.0367
GS1_SS_02069_13254	SCEPAM1051H04.g	Others	protein-protein interaction	.	Thylakoid membrane phosphoprotein 14 kDa, chloroplastic;	12.9159	13.2248	13.7756	12.4561	14.4194	11.3116
GS1_AS_33379_17012	SCVPRZ3029B10.g	Unknown	kinase/phosphatase	Receptors	Receptor Ser/Thr kinase			6.2411	6.3109	6.4398	6.5484
GS1_SS_02064_08249	SCEPAM1051F07.g	.	.	.	.	8.6385	8.6688	10.9375	9	10.1273	7.4527
GS1_SS_02065_19705	SCCCCL5004G07.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 28 protein (polygalacturonase)	8.7545	9.1141	9.5089	12.0059	12.5728	9.973
GS1_SS_02053_10989	SCEPAM1051A07.g	.	.	.	Probable cyclic nucleotide-gated ion channel 14; Cyclic nucleotide- and calmodulin-regulated ion channel 14			9.1233	8.7826	8.23	8.4636
